Precinct_ID	Settlement_type	District	Precinct	District_Name	Total_Voters	Turnout	Levan_Gachechiladze	Davit_Gamkrelidze	Shalva_Natelashvili	Mikheil_Saakashvili	Giorgi_Maisashvili	Irina_Sarishvili	Arkadi_Patarkatsishvili
1001	Huge(>1000K)	1	1	მთაწმინდა	1457	721	326	51	36	178	17	4	54
1002	Huge(>1000K)	1	2	მთაწმინდა	1266	708	349	28	37	182	11	3	52
1003	Huge(>1000K)	1	3	მთაწმინდა	1385	737	289	51	31	216	23	3	44
1004	Huge(>1000K)	1	4	მთაწმინდა	1147	647	274	47	35	156	10	4	48
1005	Huge(>1000K)	1	5	მთაწმინდა	1467	682	316	58	47	169	15	4	23
1006	Huge(>1000K)	1	6	მთაწმინდა	2907	1931	474	77	79	1085	19	4	60
1007	Huge(>1000K)	1	7	მთაწმინდა	1351	742	324	49	27	213	21	5	50
1008	Huge(>1000K)	1	8	მთაწმინდა	1562	947	386	52	62	342	10	1	69
1009	Huge(>1000K)	1	9	მთაწმინდა	1554	754	348	58	34	217	11	0	33
1010	Huge(>1000K)	1	10	მთაწმინდა	1654	805	385	86	38	194	13	1	36
1011	Huge(>1000K)	1	11	მთაწმინდა	1540	839	372	41	53	265	17	1	23
1012	Huge(>1000K)	1	12	მთაწმინდა	1538	849	444	74	34	245	18	4	19
1013	Huge(>1000K)	1	13	მთაწმინდა	1300	663	303	41	36	148	12	2	47
1014	Huge(>1000K)	1	14	მთაწმინდა	1335	729	329	50	33	206	15	10	39
1015	Huge(>1000K)	1	15	მთაწმინდა	1321	702	336	46	39	208	17	2	19
1016	Huge(>1000K)	1	16	მთაწმინდა	1496	840	380	58	30	243	12	0	49
1017	Huge(>1000K)	1	17	მთაწმინდა	1596	804	397	75	30	190	15	0	42
1018	Huge(>1000K)	1	18	მთაწმინდა	1382	731	366	67	23	171	20	1	38
1019	Huge(>1000K)	1	19	მთაწმინდა	1245	662	300	54	32	198	15	0	27
1020	Huge(>1000K)	1	20	მთაწმინდა	1741	938	505	51	41	210	25	3	37
1021	Huge(>1000K)	1	21	მთაწმინდა	1637	966	462	85	37	266	14	2	38
1022	Huge(>1000K)	1	22	მთაწმინდა	1426	831	392	81	36	205	16	2	43
1023	Huge(>1000K)	1	23	მთაწმინდა	1610	954	468	95	32	222	27	1	44
1024	Huge(>1000K)	1	24	მთაწმინდა	1584	834	365	42	26	246	23	0	49
1025	Huge(>1000K)	1	25	მთაწმინდა	1629	656	288	49	27	200	10	2	42
1026	Huge(>1000K)	1	26	მთაწმინდა	996	552	292	20	27	171	9	1	27
1027	Huge(>1000K)	1	27	მთაწმინდა	1394	842	420	82	15	180	20	1	45
1028	Huge(>1000K)	1	28	მთაწმინდა	1363	833	422	84	21	205	15	1	22
1029	Huge(>1000K)	1	29	მთაწმინდა	1417	914	435	79	25	212	15	2	30
1030	Huge(>1000K)	1	30	მთაწმინდა	1431	872	424	103	11	213	14	2	22
1031	Huge(>1000K)	1	31	მთაწმინდა	1021	601	299	48	34	148	7	2	15
1032	Huge(>1000K)	1	32	მთაწმინდა	1100	638	204	36	43	268	6	1	42
1033	Huge(>1000K)	1	33	მთაწმინდა	1751	327	79	12	10	113	5	0	15
2001	Huge(>1000K)	2	1	ვაკე	1531	895	404	114	15	226	12	0	28
2002	Huge(>1000K)	2	2	ვაკე	1382	841	426	93	26	217	9	2	25
2003	Huge(>1000K)	2	3	ვაკე	1505	908	492	101	23	230	25	2	30
2004	Huge(>1000K)	2	4	ვაკე	1475	928	496	114	16	246	22	0	23
2005	Huge(>1000K)	2	5	ვაკე	1230	793	417	110	15	176	9	0	26
2006	Huge(>1000K)	2	6	ვაკე	1506	947	490	122	18	259	21	0	26
2007	Huge(>1000K)	2	7	ვაკე	1345	817	391	127	20	193	20	1	26
2008	Huge(>1000K)	2	8	ვაკე	1446	831	394	78	45	214	12	3	37
2009	Huge(>1000K)	2	9	ვაკე	1342	777	429	59	25	163	21	1	22
2010	Huge(>1000K)	2	10	ვაკე	1467	967	546	81	26	239	17	4	33
2011	Huge(>1000K)	2	11	ვაკე	1482	983	519	98	18	243	15	3	36
2012	Huge(>1000K)	2	12	ვაკე	1453	893	472	101	26	225	22	2	37
2013	Huge(>1000K)	2	13	ვაკე	1541	1021	538	78	25	273	19	2	28
2014	Huge(>1000K)	2	14	ვაკე	1322	816	426	62	22	191	10	1	34
2015	Huge(>1000K)	2	15	ვაკე	1415	889	461	88	38	212	17	1	33
2016	Huge(>1000K)	2	16	ვაკე	1442	830	375	53	43	255	10	2	26
2017	Huge(>1000K)	2	17	ვაკე	1390	910	472	88	22	219	14	3	29
2018	Huge(>1000K)	2	18	ვაკე	1103	727	291	81	37	228	10	3	19
2019	Huge(>1000K)	2	19	ვაკე	1271	457	149	15	29	203	2	2	26
2020	Huge(>1000K)	2	20	ვაკე	304	199	43	10	12	123	0	0	3
2021	Huge(>1000K)	2	21	ვაკე	745	96	27	4	2	18	1	0	4
2022	Huge(>1000K)	2	22	ვაკე	1692	819	307	36	57	247	17	3	59
2023	Huge(>1000K)	2	23	ვაკე	1346	830	461	61	23	238	16	3	17
2024	Huge(>1000K)	2	24	ვაკე	1536	865	416	43	36	312	11	1	32
2025	Huge(>1000K)	2	25	ვაკე	1534	928	438	60	41	282	24	5	35
2026	Huge(>1000K)	2	26	ვაკე	1419	901	466	86	37	251	12	0	39
2027	Huge(>1000K)	2	27	ვაკე	1490	936	454	84	19	243	27	0	63
2028	Huge(>1000K)	2	28	ვაკე	1893	1234	546	65	34	499	19	7	43
2029	Huge(>1000K)	2	29	ვაკე	1378	822	390	52	35	257	27	1	36
2030	Huge(>1000K)	2	30	ვაკე	1484	862	436	73	21	229	19	1	27
2031	Huge(>1000K)	2	31	ვაკე	1401	827	430	59	31	187	7	2	27
2032	Huge(>1000K)	2	32	ვაკე	1557	968	444	63	50	240	21	0	33
2033	Huge(>1000K)	2	33	ვაკე	1538	898	388	71	43	263	24	4	45
2034	Huge(>1000K)	2	34	ვაკე	1586	926	465	78	43	251	27	5	19
2035	Huge(>1000K)	2	35	ვაკე	1540	869	449	64	34	217	17	4	30
2036	Huge(>1000K)	2	36	ვაკე	1581	978	521	90	34	249	27	1	44
2037	Huge(>1000K)	2	37	ვაკე	1311	830	397	50	38	247	15	0	33
2038	Huge(>1000K)	2	38	ვაკე	1550	873	447	55	43	209	17	4	36
2039	Huge(>1000K)	2	39	ვაკე	1501	837	396	61	40	212	13	3	38
2040	Huge(>1000K)	2	40	ვაკე	956	587	315	40	14	150	18	7	30
2041	Huge(>1000K)	2	41	ვაკე	1577	981	439	66	37	333	12	2	41
2042	Huge(>1000K)	2	42	ვაკე	1556	852	396	52	38	279	18	2	30
2043	Huge(>1000K)	2	43	ვაკე	1559	898	367	63	40	300	20	1	66
2044	Huge(>1000K)	2	44	ვაკე	1239	735	329	43	29	221	20	3	38
2045	Huge(>1000K)	2	45	ვაკე	1440	849	427	73	31	210	9	2	43
2046	Huge(>1000K)	2	46	ვაკე	1427	784	376	52	46	211	19	2	31
2047	Huge(>1000K)	2	47	ვაკე	1634	960	456	60	40	282	30	1	28
2048	Huge(>1000K)	2	48	ვაკე	1373	728	356	45	33	199	15	0	22
2049	Huge(>1000K)	2	49	ვაკე	1464	935	536	86	19	239	10	1	31
2050	Huge(>1000K)	2	50	ვაკე	1319	803	471	63	12	167	29	0	23
2051	Huge(>1000K)	2	51	ვაკე	1324	744	339	71	33	240	22	0	29
2052	Huge(>1000K)	2	52	ვაკე	1310	835	416	99	21	234	26	2	21
2053	Huge(>1000K)	2	53	ვაკე	1541	765	372	37	84	184	4	1	42
2054	Huge(>1000K)	2	54	ვაკე	1486	888	421	67	50	247	13	3	33
2055	Huge(>1000K)	2	55	ვაკე	1511	882	493	57	31	239	22	1	30
2056	Huge(>1000K)	2	56	ვაკე	1377	788	374	59	30	259	14	5	31
2057	Huge(>1000K)	2	57	ვაკე	1494	753	314	37	47	249	9	0	56
2058	Huge(>1000K)	2	58	ვაკე	1557	877	442	56	41	229	15	4	36
2059	Huge(>1000K)	2	59	ვაკე	1436	879	423	65	34	227	20	1	33
2060	Huge(>1000K)	2	60	ვაკე	1386	828	422	57	25	226	18	2	58
2061	Huge(>1000K)	2	61	ვაკე	1351	740	379	64	26	212	17	1	29
2062	Huge(>1000K)	2	62	ვაკე	1406	751	388	53	31	181	8	1	33
2063	Huge(>1000K)	2	63	ვაკე	1351	777	418	41	31	232	18	2	29
2064	Huge(>1000K)	2	64	ვაკე	1001	587	286	34	18	173	20	1	24
2065	Huge(>1000K)	2	65	ვაკე	1291	511	191	17	10	229	9	0	29
2066	Huge(>1000K)	2	66	ვაკე	1332	813	420	30	75	176	8	1	47
2067	Huge(>1000K)	2	67	ვაკე	1308	677	317	30	40	198	10	0	26
2068	Huge(>1000K)	2	68	ვაკე	1215	606	205	17	28	285	10	0	53
2069	Huge(>1000K)	2	69	ვაკე	1066	607	208	27	21	299	5	1	35
2070	Huge(>1000K)	2	70	ვაკე	1365	710	253	28	36	276	8	0	47
3002	Huge(>1000K)	3	2	საბურთალო	1399	823	426	51	40	241	19	3	32
3003	Huge(>1000K)	3	3	საბურთალო	1409	804	386	54	43	200	11	5	47
3004	Huge(>1000K)	3	4	საბურთალო	1491	799	410	36	63	183	3	0	30
3005	Huge(>1000K)	3	5	საბურთალო	1451	819	444	53	53	199	9	1	34
3006	Huge(>1000K)	3	6	საბურთალო	1414	813	430	56	23	230	8	2	23
3007	Huge(>1000K)	3	7	საბურთალო	1594	935	460	110	34	288	15	0	44
3008	Huge(>1000K)	3	8	საბურთალო	1440	742	353	42	90	195	12	0	44
3009	Huge(>1000K)	3	9	საბურთალო	1571	1034	542	83	51	291	25	3	29
3010	Huge(>1000K)	3	10	საბურთალო	1491	924	536	91	28	243	28	3	31
3011	Huge(>1000K)	3	11	საბურთალო	1449	814	367	75	33	210	16	0	34
3012	Huge(>1000K)	3	12	საბურთალო	1527	863	464	51	50	247	12	5	28
3013	Huge(>1000K)	3	13	საბურთალო	1455	816	364	53	26	192	22	1	28
3014	Huge(>1000K)	3	14	საბურთალო	1507	904	489	79	46	212	29	2	38
3015	Huge(>1000K)	3	15	საბურთალო	1416	858	378	85	25	222	18	2	39
3016	Huge(>1000K)	3	16	საბურთალო	1519	838	464	76	56	212	39	5	34
3017	Huge(>1000K)	3	17	საბურთალო	1474	748	389	70	30	191	18	2	41
3018	Huge(>1000K)	3	18	საბურთალო	1446	871	454	74	26	242	23	5	37
3019	Huge(>1000K)	3	19	საბურთალო	1408	827	443	79	42	204	17	3	31
3020	Huge(>1000K)	3	20	საბურთალო	1343	734	384	33	35	188	9	3	25
3021	Huge(>1000K)	3	21	საბურთალო	1418	780	347	85	43	193	17	2	40
3022	Huge(>1000K)	3	22	საბურთალო	730	730	354	58	24	191	14	1	35
3023	Huge(>1000K)	3	23	საბურთალო	1147	588	282	41	23	141	4	1	26
3024	Huge(>1000K)	3	24	საბურთალო	1488	774	351	54	42	207	10	0	26
3025	Huge(>1000K)	3	25	საბურთალო	1425	588	259	57	35	165	11	0	29
3026	Huge(>1000K)	3	26	საბურთალო	1244	748	368	70	15	216	16	3	19
3027	Huge(>1000K)	3	27	საბურთალო	1414	832	453	70	27	208	28	2	36
3028	Huge(>1000K)	3	28	საბურთალო	1455	874	496	72	39	228	13	4	34
3029	Huge(>1000K)	3	29	საბურთალო	1452	824	419	66	58	220	18	0	33
3030	Huge(>1000K)	3	30	საბურთალო	1357	762	381	58	56	255	16	1	43
3031	Huge(>1000K)	3	31	საბურთალო	1514	834	432	67	51	213	12	2	44
3032	Huge(>1000K)	3	32	საბურთალო	1830	1123	434	68	86	458	8	0	56
3033	Huge(>1000K)	3	33	საბურთალო	1542	805	306	41	55	257	13	4	32
3034	Huge(>1000K)	3	34	საბურთალო	2078	1351	446	59	57	705	21	1	42
3035	Huge(>1000K)	3	35	საბურთალო	1562	832	364	37	112	180	9	0	56
3036	Huge(>1000K)	3	36	საბურთალო	1509	851	455	35	66	181	21	0	35
3037	Huge(>1000K)	3	37	საბურთალო	1558	920	506	58	38	258	25	0	26
3038	Huge(>1000K)	3	38	საბურთალო	1442	779	356	44	75	236	19	1	36
3039	Huge(>1000K)	3	39	საბურთალო	1249	747	376	57	44	171	18	4	30
3040	Huge(>1000K)	3	40	საბურთალო	1546	843	406	73	90	182	10	2	29
3041	Huge(>1000K)	3	41	საბურთალო	1162	664	266	24	45	130	8	0	42
3042	Huge(>1000K)	3	42	საბურთალო	1448	680	320	45	62	153	11	2	29
3043	Huge(>1000K)	3	43	საბურთალო	1464	718	364	34	35	172	19	4	25
3044	Huge(>1000K)	3	44	საბურთალო	1550	884	441	82	41	220	24	2	21
3045	Huge(>1000K)	3	45	საბურთალო	1264	742	383	69	28	198	24	0	34
3046	Huge(>1000K)	3	46	საბურთალო	1361	660	338	42	36	186	10	4	36
3047	Huge(>1000K)	3	47	საბურთალო	1505	832	404	60	32	219	21	1	30
3048	Huge(>1000K)	3	48	საბურთალო	706	706	293	25	101	215	8	3	55
3049	Huge(>1000K)	3	49	საბურთალო	1560	740	323	48	90	149	13	0	39
3050	Huge(>1000K)	3	50	საბურთალო	1505	809	371	48	39	179	21	1	37
3051	Huge(>1000K)	3	51	საბურთალო	1538	813	396	60	57	199	18	2	33
3052	Huge(>1000K)	3	52	საბურთალო	1588	793	355	59	68	184	9	3	51
3053	Huge(>1000K)	3	53	საბურთალო	1509	662	274	32	55	188	5	1	39
3054	Huge(>1000K)	3	54	საბურთალო	1457	910	467	57	25	228	28	2	31
3055	Huge(>1000K)	3	55	საბურთალო	1408	921	449	96	26	269	30	5	31
3056	Huge(>1000K)	3	56	საბურთალო	2203	999	432	53	91	152	5	1	36
3057	Huge(>1000K)	3	57	საბურთალო	1717	841	419	26	112	227	10	1	38
3058	Huge(>1000K)	3	58	საბურთალო	2447	1274	390	31	147	531	15	3	73
3059	Huge(>1000K)	3	59	საბურთალო	1260	581	187	15	84	155	2	0	18
3060	Huge(>1000K)	3	60	საბურთალო	1366	578	137	20	35	294	18	0	38
3061	Huge(>1000K)	3	61	საბურთალო	1143	667	387	55	21	143	20	2	36
3062	Huge(>1000K)	3	62	საბურთალო	1512	858	454	65	59	216	19	1	33
3063	Huge(>1000K)	3	63	საბურთალო	1562	912	487	64	37	230	18	2	24
3064	Huge(>1000K)	3	64	საბურთალო	1593	870	427	54	42	217	15	1	52
3065	Huge(>1000K)	3	65	საბურთალო	1521	781	387	81	23	199	21	0	31
3066	Huge(>1000K)	3	66	საბურთალო	1451	724	384	51	42	178	19	3	41
3067	Huge(>1000K)	3	67	საბურთალო	1194	615	303	42	25	150	8	4	43
3068	Huge(>1000K)	3	68	საბურთალო	1590	696	317	27	72	213	6	3	55
3069	Huge(>1000K)	3	69	საბურთალო	1539	958	482	68	24	267	16	1	43
3070	Huge(>1000K)	3	70	საბურთალო	1412	652	306	55	31	200	12	1	44
3071	Huge(>1000K)	3	71	საბურთალო	1166	732	403	60	31	171	20	0	42
3072	Huge(>1000K)	3	72	საბურთალო	1414	864	427	80	32	227	24	2	41
3073	Huge(>1000K)	3	73	საბურთალო	1554	881	419	56	34	243	18	3	44
3074	Huge(>1000K)	3	74	საბურთალო	1550	756	408	48	71	208	23	2	39
3075	Huge(>1000K)	3	75	საბურთალო	1420	663	285	34	94	196	7	0	37
3076	Huge(>1000K)	3	76	საბურთალო	1532	807	332	56	62	194	17	1	50
3077	Huge(>1000K)	3	77	საბურთალო	1500	776	411	59	50	86	24	2	38
3078	Huge(>1000K)	3	78	საბურთალო	839	839	447	77	54	190	18	5	41
3079	Huge(>1000K)	3	79	საბურთალო	1561	971	513	85	44	227	13	1	42
3080	Huge(>1000K)	3	80	საბურთალო	1603	571	218	15	59	217	4	1	51
3081	Huge(>1000K)	3	81	საბურთალო	1405	555	219	14	45	215	9	0	47
3082	Huge(>1000K)	3	82	საბურთალო	182	182	29	3	2	19	1	0	1
4001	Huge(>1000K)	4	1	კრწანისი	1475	848	367	55	36	278	25	0	63
4002	Huge(>1000K)	4	2	კრწანისი	1482	701	326	41	44	210	6	0	64
4003	Huge(>1000K)	4	3	კრწანისი	1515	690	309	40	40	207	17	2	65
4004	Huge(>1000K)	4	4	კრწანისი	1517	720	334	35	31	223	12	1	65
4005	Huge(>1000K)	4	5	კრწანისი	1452	614	274	29	21	177	11	1	62
4006	Huge(>1000K)	4	6	კრწანისი	1394	610	273	30	49	199	5	1	48
4007	Huge(>1000K)	4	7	კრწანისი	1362	503	233	30	34	146	2	1	45
4008	Huge(>1000K)	4	8	კრწანისი	1286	638	240	35	36	252	11	2	56
4009	Huge(>1000K)	4	9	კრწანისი	1390	654	169	56	45	289	1	0	85
4010	Huge(>1000K)	4	10	კრწანისი	1329	637	226	39	34	260	11	1	52
4011	Huge(>1000K)	4	11	კრწანისი	1123	574	212	25	22	254	8	7	41
4012	Huge(>1000K)	4	12	კრწანისი	1835	1265	270	23	59	837	1	1	57
4013	Huge(>1000K)	4	13	კრწანისი	1188	632	229	49	25	263	4	2	48
4014	Huge(>1000K)	4	14	კრწანისი	1676	967	343	37	50	457	20	2	48
4015	Huge(>1000K)	4	15	კრწანისი	1552	1075	461	46	46	442	11	1	42
4016	Huge(>1000K)	4	16	კრწანისი	1470	955	329	36	44	461	11	1	45
4017	Huge(>1000K)	4	17	კრწანისი	1877	1259	278	46	63	718	8	3	49
4018	Huge(>1000K)	4	18	კრწანისი	1261	534	128	13	62	228	4	0	65
4019	Huge(>1000K)	4	19	კრწანისი	1285	587	161	45	44	262	9	0	63
4020	Huge(>1000K)	4	20	კრწანისი	1451	784	196	28	60	393	9	1	84
4021	Huge(>1000K)	4	21	კრწანისი	1092	588	153	18	30	311	5	2	66
4022	Huge(>1000K)	4	22	კრწანისი	1221	651	165	20	31	340	4	0	40
4023	Huge(>1000K)	4	23	კრწანისი	1395	772	269	29	41	300	6	3	72
4024	Huge(>1000K)	4	24	კრწანისი	1366	564	46	9	24	404	4	0	65
4025	Huge(>1000K)	4	25	კრწანისი	1328	564	135	21	44	290	3	0	59
4026	Huge(>1000K)	4	26	კრწანისი	1388	692	173	29	79	351	10	1	38
4027	Huge(>1000K)	4	27	კრწანისი	1461	715	176	26	61	384	8	0	48
4028	Huge(>1000K)	4	28	კრწანისი	1452	738	200	30	90	355	2	0	53
4029	Huge(>1000K)	4	29	კრწანისი	711	388	43	2	2	316	0	0	3
4030	Huge(>1000K)	4	30	კრწანისი	1516	554	80	3	8	440	1	0	7
4031	Huge(>1000K)	4	31	კრწანისი	634	634	85	12	5	457	0	0	8
4032	Huge(>1000K)	4	32	კრწანისი	1400	347	91	19	10	158	2	0	14
4033	Huge(>1000K)	4	33	კრწანისი	837	411	132	20	10	217	3	1	22
4034	Huge(>1000K)	4	34	კრწანისი	1197	849	175	16	59	515	3	0	25
4035	Huge(>1000K)	4	35	კრწანისი	155	106	19	4	13	63	0	0	1
4036	Huge(>1000K)	4	36	კრწანისი	1252	808	185	11	64	509	1	1	28
4037	Huge(>1000K)	4	37	კრწანისი	788	537	73	14	8	426	1	0	2
4038	Huge(>1000K)	4	38	კრწანისი	1014	719	94	52	60	497	1	1	3
4039	Huge(>1000K)	4	39	კრწანისი	388	73	17	4	5	47	0	0	0
4047	Huge(>1000K)	4	47	კრწანისი	696	402	34	5	6	347	1	0	5
4048	Huge(>1000K)	4	48	კრწანისი	821	681	42	5	20	585	4	0	6
5001	Huge(>1000K)	5	1	ისანი	1322	504	139	24	38	127	4	1	116
5002	Huge(>1000K)	5	2	ისანი	1351	611	160	23	44	214	4	0	100
5003	Huge(>1000K)	5	3	ისანი	1456	596	136	23	30	215	3	1	151
5004	Huge(>1000K)	5	4	ისანი	1463	582	152	12	24	196	2	3	154
5005	Huge(>1000K)	5	5	ისანი	1540	717	239	28	28	245	5	2	110
5006	Huge(>1000K)	5	6	ისანი	1348	613	238	29	41	177	7	1	80
5007	Huge(>1000K)	5	7	ისანი	1500	702	270	33	54	206	5	4	86
5008	Huge(>1000K)	5	8	ისანი	1522	756	282	26	57	248	8	1	126
5009	Huge(>1000K)	5	9	ისანი	1508	747	253	42	34	287	8	3	50
5010	Huge(>1000K)	5	10	ისანი	1499	796	313	52	63	263	5	2	88
5011	Huge(>1000K)	5	11	ისანი	1525	812	246	33	35	302	7	1	139
5012	Huge(>1000K)	5	12	ისანი	1503	670	238	29	47	203	11	0	94
5013	Huge(>1000K)	5	13	ისანი	1511	772	293	32	54	216	16	0	123
5014	Huge(>1000K)	5	14	ისანი	989	495	172	27	33	163	1	2	67
5015	Huge(>1000K)	5	15	ისანი	1486	662	198	23	36	213	2	2	141
5016	Huge(>1000K)	5	16	ისანი	1389	691	323	36	35	168	7	1	88
5017	Huge(>1000K)	5	17	ისანი	1445	694	283	29	41	230	16	1	84
5018	Huge(>1000K)	5	18	ისანი	1450	764	306	31	55	237	11	7	65
5019	Huge(>1000K)	5	19	ისანი	1474	778	304	46	42	239	14	1	79
5020	Huge(>1000K)	5	20	ისანი	1342	557	165	18	27	228	2	2	84
5021	Huge(>1000K)	5	21	ისანი	1494	589	257	25	34	160	6	2	62
5022	Huge(>1000K)	5	22	ისანი	1499	780	321	35	54	202	13	2	85
5023	Huge(>1000K)	5	23	ისანი	1473	634	242	34	55	180	8	1	56
5024	Huge(>1000K)	5	24	ისანი	1394	799	287	33	37	310	7	6	68
5025	Huge(>1000K)	5	25	ისანი	1451	686	224	32	39	280	7	0	94
5026	Huge(>1000K)	5	26	ისანი	1487	726	261	47	60	239	12	2	71
5027	Huge(>1000K)	5	27	ისანი	1441	759	328	19	64	228	5	0	72
5028	Huge(>1000K)	5	28	ისანი	1520	721	266	17	61	196	11	2	91
5029	Huge(>1000K)	5	29	ისანი	1456	696	286	34	39	199	3	0	63
5030	Huge(>1000K)	5	30	ისანი	1446	684	299	25	31	210	16	4	76
5031	Huge(>1000K)	5	31	ისანი	1854	944	323	36	50	437	8	2	71
5032	Huge(>1000K)	5	32	ისანი	1584	670	192	15	40	210	10	3	78
5033	Huge(>1000K)	5	33	ისანი	1490	661	250	21	70	206	5	2	47
5034	Huge(>1000K)	5	34	ისანი	1470	739	257	39	51	267	5	4	77
5035	Huge(>1000K)	5	35	ისანი	1494	763	265	26	38	254	10	0	63
5036	Huge(>1000K)	5	36	ისანი	1461	847	260	36	89	327	16	2	46
5037	Huge(>1000K)	5	37	ისანი	1471	840	328	34	64	263	17	0	74
5038	Huge(>1000K)	5	38	ისანი	1577	732	171	10	27	272	11	2	135
5039	Huge(>1000K)	5	39	ისანი	1463	700	263	41	56	206	9	5	84
5040	Huge(>1000K)	5	40	ისანი	1323	397	123	9	37	111	2	1	63
5041	Huge(>1000K)	5	41	ისანი	2337	1419	293	48	89	745	13	2	102
5042	Huge(>1000K)	5	42	ისანი	1418	639	184	15	40	205	4	0	115
5043	Huge(>1000K)	5	43	ისანი	1476	457	164	13	43	130	4	0	97
5044	Huge(>1000K)	5	44	ისანი	1500	635	220	12	35	216	11	2	127
5045	Huge(>1000K)	5	45	ისანი	1471	404	96	10	25	118	5	0	106
5046	Huge(>1000K)	5	46	ისანი	572	733	204	9	43	189	3	0	113
5047	Huge(>1000K)	5	47	ისანი	1357	684	236	31	42	232	7	0	82
5048	Huge(>1000K)	5	48	ისანი	1516	738	282	23	53	221	10	3	78
5049	Huge(>1000K)	5	49	ისანი	1462	570	193	27	46	210	1	0	54
5050	Huge(>1000K)	5	50	ისანი	1456	628	245	33	41	207	3	0	86
5051	Huge(>1000K)	5	51	ისანი	1430	569	188	33	70	180	7	2	79
5052	Huge(>1000K)	5	52	ისანი	1209	553	247	25	39	138	8	3	51
5053	Huge(>1000K)	5	53	ისანი	1490	588	198	24	26	240	4	0	69
5054	Huge(>1000K)	5	54	ისანი	1426	674	259	34	57	224	13	3	74
5055	Huge(>1000K)	5	55	ისანი	1351	650	264	36	41	203	11	6	56
5056	Huge(>1000K)	5	56	ისანი	1445	641	227	41	33	198	6	6	95
5057	Huge(>1000K)	5	57	ისანი	1489	661	212	17	49	269	5	1	100
5058	Huge(>1000K)	5	58	ისანი	1285	650	220	25	50	251	3	1	86
5059	Huge(>1000K)	5	59	ისანი	1470	597	186	29	35	233	6	6	98
5060	Huge(>1000K)	5	60	ისანი	1447	739	258	26	51	255	7	2	79
5061	Huge(>1000K)	5	61	ისანი	1465	615	200	15	49	234	6	0	72
5062	Huge(>1000K)	5	62	ისანი	1497	636	223	27	48	232	4	0	56
5063	Huge(>1000K)	5	63	ისანი	1423	792	279	24	78	285	12	1	63
5064	Huge(>1000K)	5	64	ისანი	1440	722	291	33	54	246	13	1	43
5065	Huge(>1000K)	5	65	ისანი	1397	581	184	13	45	193	8	0	76
5066	Huge(>1000K)	5	66	ისანი	1426	589	200	17	43	214	6	0	76
5067	Huge(>1000K)	5	67	ისანი	1439	622	201	21	33	225	6	0	106
5068	Huge(>1000K)	5	68	ისანი	1437	745	304	41	72	209	5	1	84
5069	Huge(>1000K)	5	69	ისანი	1504	731	256	33	61	237	13	0	84
5070	Huge(>1000K)	5	70	ისანი	1514	646	219	28	62	194	6	3	91
5071	Huge(>1000K)	5	71	ისანი	1461	638	230	29	55	243	12	2	58
5072	Huge(>1000K)	5	72	ისანი	1491	594	182	14	21	233	7	1	90
5073	Huge(>1000K)	5	73	ისანი	1386	617	209	29	53	201	11	1	80
5074	Huge(>1000K)	5	74	ისანი	1529	705	239	34	55	265	7	1	53
5075	Huge(>1000K)	5	75	ისანი	1476	609	232	28	44	204	7	1	68
5076	Huge(>1000K)	5	76	ისანი	1431	120	30	4	7	20	1	0	15
6001	Huge(>1000K)	6	1	სამგორი	1385	602	224	24	50	229	7	3	59
6002	Huge(>1000K)	6	2	სამგორი	1280	549	212	20	59	188	2	2	51
6003	Huge(>1000K)	6	3	სამგორი	1289	582	228	15	51	213	0	2	70
6004	Huge(>1000K)	6	4	სამგორი	1137	455	178	15	31	190	3	1	34
6005	Huge(>1000K)	6	5	სამგორი	1257	574	240	24	45	201	7	3	45
6006	Huge(>1000K)	6	6	სამგორი	1212	544	203	34	57	152	14	0	68
6007	Huge(>1000K)	6	7	სამგორი	1011	452	201	25	48	120	7	0	45
6008	Huge(>1000K)	6	8	სამგორი	1311	614	260	29	53	210	11	3	37
6009	Huge(>1000K)	6	9	სამგორი	1267	519	195	26	55	188	7	1	40
6010	Huge(>1000K)	6	10	სამგორი	1199	509	175	34	53	169	9	2	39
6011	Huge(>1000K)	6	11	სამგორი	1076	450	167	14	54	139	4	1	39
6012	Huge(>1000K)	6	12	სამგორი	1412	576	217	30	50	194	0	2	37
6013	Huge(>1000K)	6	13	სამგორი	1442	718	282	29	34	258	10	1	53
6014	Huge(>1000K)	6	14	სამგორი	1359	570	200	29	56	208	15	0	56
6015	Huge(>1000K)	6	15	სამგორი	1251	562	233	25	47	190	10	1	51
6016	Huge(>1000K)	6	16	სამგორი	1292	595	205	23	53	191	16	0	53
6017	Huge(>1000K)	6	17	სამგორი	1584	654	204	37	75	265	10	2	49
6018	Huge(>1000K)	6	18	სამგორი	1435	610	206	29	55	223	6	1	51
6019	Huge(>1000K)	6	19	სამგორი	1572	626	249	38	53	198	3	1	50
6020	Huge(>1000K)	6	20	სამგორი	1606	672	250	36	57	220	7	2	63
6021	Huge(>1000K)	6	21	სამგორი	1547	586	203	32	80	183	3	1	72
6022	Huge(>1000K)	6	22	სამგორი	1493	642	292	24	45	225	10	1	44
6023	Huge(>1000K)	6	23	სამგორი	1366	561	197	27	57	205	3	0	64
6024	Huge(>1000K)	6	24	სამგორი	1280	581	238	27	50	200	6	1	54
6025	Huge(>1000K)	6	25	სამგორი	1247	550	216	22	54	173	9	2	64
