Precinct_ID	Settlement_type	District	Precinct	District_Name	Total_Voters	Turnout	Levan_Gachechiladze	Davit_Gamkrelidze	Shalva_Natelashvili	Mikheil_Saakashvili	Giorgi_Maisashvili	Irina_Sarishvili	Arkadi_Patarkatsishvili
16017	Rural	16	17	ყვარელი	465	330	69	7	18	192	5	0	38
16018	Rural	16	18	ყვარელი	744	529	69	16	18	321	1	1	79
16019	Rural	16	19	ყვარელი	1155	833	191	10	37	413	11	0	159
16020	Rural	16	20	ყვარელი	1425	971	276	10	72	408	17	1	164
16021	Rural	16	21	ყვარელი	1172	714	226	11	33	310	7	0	81
16022	Rural	16	22	ყვარელი	1458	837	212	16	62	402	4	0	95
16023	Rural	16	23	ყვარელი	1475	862	304	10	73	296	1	2	109
16024	Rural	16	24	ყვარელი	1365	914	202	22	45	446	1	2	150
16025	Rural	16	25	ყვარელი	1237	731	179	15	44	380	5	1	93
16026	Rural	16	26	ყვარელი	485	333	39	4	20	205	1	0	58
16027	Rural	16	27	ყვარელი	769	559	89	5	21	387	0	0	51
16028	Rural	16	28	ყვარელი	303	263	40	3	13	150	0	0	55
16029	Small-Medium(5-15K)	16	29	ყვარელი	1232	711	181	11	46	312	9	2	96
17001	Medium (15-40K)	17	1	თელავი	1611	916	0	0	0	0	0	0	0
17002	Medium (15-40K)	17	2	თელავი	1141	585	260	18	36	173	12	1	77
17003	Medium (15-40K)	17	3	თელავი	1181	601	250	26	41	211	10	0	52
17004	Medium (15-40K)	17	4	თელავი	1405	706	299	18	59	257	14	1	53
17005	Medium (15-40K)	17	5	თელავი	1320	600	233	19	49	221	6	0	68
17006	Medium (15-40K)	17	6	თელავი	1208	611	225	15	32	249	4	3	73
17007	Medium (15-40K)	17	7	თელავი	1377	562	205	18	39	229	6	1	58
17008	Medium (15-40K)	17	8	თელავი	1479	593	221	16	46	205	10	1	91
17009	Medium (15-40K)	17	9	თელავი	1116	579	220	26	57	176	6	0	82
17010	Medium (15-40K)	17	10	თელავი	1140	830	195	23	36	479	9	0	51
17011	Medium (15-40K)	17	11	თელავი	1120	639	172	18	28	303	3	0	61
17012	Medium (15-40K)	17	12	თელავი	1743	1042	364	27	65	465	3	2	103
17013	Medium (15-40K)	17	13	თელავი	1321	714	205	18	35	329	5	0	111
17014	Rural	17	14	თელავი	1800	1141	297	35	188	403	3	0	195
17015	Rural	17	15	თელავი	763	500	119	23	40	253	0	0	65
17016	Rural	17	16	თელავი	1037	771	183	15	53	341	2	0	167
17017	Rural	17	17	თელავი	1309	778	258	26	64	307	3	1	107
17018	Rural	17	18	თელავი	1142	574	179	15	57	235	1	0	69
17019	Rural	17	19	თელავი	274	184	45	1	11	125	0	0	1
17020	Rural	17	20	თელავი	1858	1031	360	19	112	421	4	1	87
17021	Rural	17	21	თელავი	1777	1126	323	39	87	462	2	3	169
17022	Rural	17	22	თელავი	429	268	62	18	3	121	0	0	60
17023	Rural	17	23	თელავი	1969	1075	271	16	67	544	4	2	107
17024	Rural	17	24	თელავი	1679	984	342	19	100	409	6	1	97
17025	Rural	17	25	თელავი	1741	1047	235	80	66	530	3	1	122
17026	Rural	17	26	თელავი	2016	1676	346	27	122	970	6	2	189
17027	Rural	17	27	თელავი	609	382	77	14	63	193	2	0	30
17028	Rural	17	28	თელავი	1347	1121	198	26	67	707	3	1	97
17029	Rural	17	29	თელავი	738	513	114	24	38	275	1	0	47
17030	Rural	17	30	თელავი	882	603	104	16	32	375	2	5	65
17031	Rural	17	31	თელავი	124	65	10	7	2	46	0	0	0
17032	Rural	17	32	თელავი	1501	763	111	40	40	501	2	2	61
17033	Rural	17	33	თელავი	486	279	53	23	34	133	0	0	34
17034	Rural	17	34	თელავი	133	109	7	17	23	56	0	0	4
17035	Rural	17	35	თელავი	1179	741	119	57	92	347	3	1	104
17036	Rural	17	36	თელავი	961	610	120	17	78	303	0	0	85
17037	Rural	17	37	თელავი	1981	653	47	7	12	554	0	2	11
17038	Rural	17	38	თელავი	1890	817	40	13	11	725	0	0	8
17039	Rural	17	39	თელავი	1965	718	46	7	18	608	1	0	8
17040	Rural	17	40	თელავი	1919	1147	289	19	130	422	5	4	150
17041	Rural	17	41	თელავი	1305	679	324	28	52	167	5	2	104
17042	Rural	17	42	თელავი	1340	843	253	27	72	317	2	4	135
17043	Rural	17	43	თელავი	1056	1006	155	23	51	691	1	1	37
17044	Medium (15-40K)	17	44	თელავი	576	335	126	7	19	148	3	2	25
17045	Medium (15-40K)	17	45	თელავი	1067	411	132	14	25	182	1	1	44
17046	Medium (15-40K)	17	46	თელავი	1298	582	234	22	41	181	15	1	83
18001	Small-Medium(5-15K)	18	1	ახმეტა	1504	800	183	10	100	357	3	0	80
18002	Small-Medium(5-15K)	18	2	ახმეტა	1499	756	232	21	102	242	4	1	117
18003	Small-Medium(5-15K)	18	3	ახმეტა	1285	670	174	6	95	292	0	0	72
18004	Small-Medium(5-15K)	18	4	ახმეტა	1223	580	211	19	69	176	1	1	57
18005	Rural	18	5	ახმეტა	1949	986	277	39	51	472	0	0	132
18006	Rural	18	6	ახმეტა	1503	733	147	20	55	425	3	0	69
18007	Rural	18	7	ახმეტა	1826	874	216	17	58	459	9	2	81
18008	Rural	18	8	ახმეტა	258	162	41	4	5	101	0	1	7
18009	Rural	18	9	ახმეტა	1393	832	179	16	98	374	3	0	127
18010	Rural	18	10	ახმეტა	245	134	27	4	1	84	0	0	5
18011	Rural	18	11	ახმეტა	1955	928	190	41	148	398	1	1	66
18012	Rural	18	12	ახმეტა	2335	1198	236	28	157	559	9	0	105
18013	Rural	18	13	ახმეტა	869	501	97	8	45	304	2	0	35
18015	Rural	18	15	ახმეტა	1098	742	164	24	51	420	1	0	47
18016	Rural	18	16	ახმეტა	456	270	96	10	44	108	0	0	15
18017	Rural	18	17	ახმეტა	922	454	134	13	80	128	0	0	70
18018	Rural	18	18	ახმეტა	1363	655	169	34	20	341	10	3	59
18019	Rural	18	19	ახმეტა	1246	629	171	22	28	342	4	0	29
18020	Rural	18	20	ახმეტა	2092	1176	315	29	144	533	3	1	96
18021	Rural	18	21	ახმეტა	483	290	51	7	37	155	0	0	31
18022	Rural	18	22	ახმეტა	228	115	14	1	30	58	0	0	11
18023	Rural	18	23	ახმეტა	1130	618	142	4	10	373	2	0	83
18024	Rural	18	24	ახმეტა	680	399	83	13	6	272	1	0	19
18025	Small-Medium(5-15K)	18	25	ახმეტა	1477	740	160	27	155	237	0	0	108
20001	Large (>100K)	20	1	რუსთავი	1315	652	249	48	61	209	16	2	40
20002	Large (>100K)	20	2	რუსთავი	1179	523	142	36	27	252	6	2	33
20003	Large (>100K)	20	3	რუსთავი	1485	765	256	41	50	330	18	2	33
20004	Large (>100K)	20	4	რუსთავი	1531	775	295	53	49	270	8	0	58
20005	Large (>100K)	20	5	რუსთავი	1234	584	204	30	57	235	14	0	27
20006	Large (>100K)	20	6	რუსთავი	1422	696	247	44	53	280	6	0	32
20007	Large (>100K)	20	7	რუსთავი	1287	626	179	45	47	263	13	1	45
20008	Large (>100K)	20	8	რუსთავი	1520	766	276	38	42	292	15	3	67
20009	Large (>100K)	20	9	რუსთავი	1469	649	229	29	43	318	6	3	38
20010	Large (>100K)	20	10	რუსთავი	1454	556	143	30	31	267	5	1	56
20011	Large (>100K)	20	11	რუსთავი	1300	476	106	26	40	233	3	3	49
20012	Large (>100K)	20	12	რუსთავი	1556	784	310	52	56	265	12	1	59
20013	Large (>100K)	20	13	რუსთავი	1500	741	282	46	74	259	22	0	41
20014	Large (>100K)	20	14	რუსთავი	887	442	161	22	48	171	4	2	21
20015	Large (>100K)	20	15	რუსთავი	1150	581	232	24	47	214	13	3	21
20016	Large (>100K)	20	16	რუსთავი	1539	686	258	38	58	257	11	1	29
20017	Large (>100K)	20	17	რუსთავი	1430	725	223	52	57	296	13	4	53
20018	Large (>100K)	20	18	რუსთავი	1631	767	277	49	56	286	14	4	45
20019	Large (>100K)	20	19	რუსთავი	1442	642	171	39	67	266	11	1	53
20020	Large (>100K)	20	20	რუსთავი	1553	709	212	17	54	316	12	2	63
20021	Large (>100K)	20	21	რუსთავი	1549	686	236	46	73	252	13	3	49
20022	Large (>100K)	20	22	რუსთავი	1476	672	240	36	49	284	11	1	45
20023	Large (>100K)	20	23	რუსთავი	1343	618	220	25	37	267	12	1	35
20024	Large (>100K)	20	24	რუსთავი	1672	675	181	24	72	302	10	0	50
20025	Large (>100K)	20	25	რუსთავი	1438	571	161	28	45	247	4	2	44
20026	Large (>100K)	20	26	რუსთავი	1573	683	226	32	66	266	10	1	44
20027	Large (>100K)	20	27	რუსთავი	1570	655	211	35	69	256	12	1	39
20028	Large (>100K)	20	28	რუსთავი	1510	708	199	32	52	316	18	1	55
20029	Large (>100K)	20	29	რუსთავი	1571	668	199	30	62	292	14	4	33
20030	Large (>100K)	20	30	რუსთავი	1550	713	234	41	60	292	12	2	39
20031	Large (>100K)	20	31	რუსთავი	1629	738	192	36	61	365	9	1	42
20032	Large (>100K)	20	32	რუსთავი	1442	616	185	27	72	246	11	0	39
20033	Large (>100K)	20	33	რუსთავი	1577	769	249	47	58	337	11	3	30
20034	Large (>100K)	20	34	რუსთავი	1492	678	246	32	60	283	8	1	17
20035	Large (>100K)	20	35	რუსთავი	1590	731	255	40	53	301	6	1	45
20036	Large (>100K)	20	36	რუსთავი	1628	639	169	28	41	332	9	2	28
20037	Large (>100K)	20	37	რუსთავი	1553	696	199	39	73	300	12	2	41
20038	Large (>100K)	20	38	რუსთავი	1580	652	196	27	41	301	13	0	48
20039	Large (>100K)	20	39	რუსთავი	1579	686	186	23	55	349	5	0	42
20040	Large (>100K)	20	40	რუსთავი	1519	662	208	28	56	271	6	0	46
20041	Large (>100K)	20	41	რუსთავი	1394	627	152	33	65	291	6	1	35
20042	Large (>100K)	20	42	რუსთავი	1624	744	220	47	56	333	8	0	49
20043	Large (>100K)	20	43	რუსთავი	1608	673	225	42	84	226	16	1	55
20044	Large (>100K)	20	44	რუსთავი	1613	732	206	46	78	315	13	1	39
20045	Large (>100K)	20	45	რუსთავი	1563	730	210	32	62	300	14	1	66
20046	Large (>100K)	20	46	რუსთავი	1515	727	249	35	46	295	7	2	55
20047	Large (>100K)	20	47	რუსთავი	1543	681	227	32	56	290	9	3	36
20048	Large (>100K)	20	48	რუსთავი	1598	753	274	38	97	286	9	1	39
20049	Large (>100K)	20	49	რუსთავი	1521	658	172	22	69	314	11	1	35
20050	Large (>100K)	20	50	რუსთავი	1509	746	182	41	70	376	16	1	41
20051	Large (>100K)	20	51	რუსთავი	1584	678	138	23	68	342	13	0	43
20052	Large (>100K)	20	52	რუსთავი	1570	710	188	44	79	319	8	0	35
20053	Large (>100K)	20	53	რუსთავი	1589	641	174	36	51	266	11	3	60
20054	Large (>100K)	20	54	რუსთავი	1511	650	168	31	68	306	4	1	46
20055	Large (>100K)	20	55	რუსთავი	1527	734	287	48	41	284	25	0	42
20056	Large (>100K)	20	56	რუსთავი	1507	678	207	19	43	322	6	0	48
20057	Large (>100K)	20	57	რუსთავი	1345	558	198	18	56	218	11	0	34
20058	Large (>100K)	20	58	რუსთავი	854	462	207	25	31	158	14	0	20
20059	Large (>100K)	20	59	რუსთავი	1863	957	267	19	52	538	14	2	54
20060	Large (>100K)	20	60	რუსთავი	1629	660	193	24	56	301	7	0	48
20061	Large (>100K)	20	61	რუსთავი	1312	613	173	16	54	229	6	6	57
20062	Large (>100K)	20	62	რუსთავი	861	467	171	25	34	179	8	2	28
20063	Large (>100K)	20	63	რუსთავი	1283	634	240	33	52	219	6	2	29
20064	Large (>100K)	20	64	რუსთავი	1105	558	194	34	53	224	12	0	38
20065	Large (>100K)	20	65	რუსთავი	1596	698	225	31	69	274	7	3	55
20066	Large (>100K)	20	66	რუსთავი	1420	739	233	33	68	282	27	3	49
20067	Large (>100K)	20	67	რუსთავი	1289	536	191	27	44	215	3	0	30
20068	Large (>100K)	20	68	რუსთავი	1501	614	163	21	57	282	8	1	43
20069	Large (>100K)	20	69	რუსთავი	1701	911	251	65	76	424	23	0	61
20070	Large (>100K)	20	70	რუსთავი	1377	321	88	16	6	149	3	0	12
21001	Small-Medium(5-15K)	21	1	გარდაბანი	1472	465	12	2	3	297	0	0	3
21002	Small-Medium(5-15K)	21	2	გარდაბანი	1592	1252	79	55	30	972	1	1	2
21003	Small-Medium(5-15K)	21	3	გარდაბანი	1547	588	31	5	6	429	0	1	11
21004	Small-Medium(5-15K)	21	4	გარდაბანი	1321	399	37	6	14	205	2	0	6
21005	Small-Medium(5-15K)	21	5	გარდაბანი	1432	515	95	18	26	353	2	1	14
21006	Small-Medium(5-15K)	21	6	გარდაბანი	1304	434	46	6	5	287	0	0	6
21007	Small-Medium(5-15K)	21	7	გარდაბანი	1032	756	116	29	26	548	1	0	10
21008	Small-Medium(5-15K)	21	8	გარდაბანი	1245	477	59	27	25	277	2	0	14
21015	Rural	21	15	გარდაბანი	1346	1061	15	0	0	853	3	0	2
21016	Rural	21	16	გარდაბანი	1491	818	9	0	6	769	1	1	6
21017	Rural	21	17	გარდაბანი	1992	833	52	31	29	694	0	0	14
21018	Rural	21	18	გარდაბანი	1793	679	22	12	3	534	0	0	0
21019	Rural	21	19	გარდაბანი	2096	515	31	8	16	397	1	1	3
21020	Rural	21	20	გარდაბანი	1302	699	125	20	208	263	2	2	53
21021	Rural	21	21	გარდაბანი	1162	1010	196	50	58	613	5	1	70
21022	Rural	21	22	გარდაბანი	356	267	47	2	32	149	0	0	36
21023	Rural	21	23	გარდაბანი	164	123	25	0	2	93	0	0	2
21024	Rural	21	24	გარდაბანი	251	144	18	6	20	78	3	0	10
21025	Rural	21	25	გარდაბანი	1690	753	211	26	157	284	12	5	36
21026	Rural	21	26	გარდაბანი	1637	1044	273	30	128	550	11	0	30
21027	Rural	21	27	გარდაბანი	1953	1336	36	12	6	1195	0	0	2
21028	Rural	21	28	გარდაბანი	1314	817	191	24	97	446	3	0	52
21029	Rural	21	29	გარდაბანი	1263	800	61	46	41	587	0	1	2
21030	Rural	21	30	გარდაბანი	818	315	15	4	1	279	0	0	1
21031	Rural	21	31	გარდაბანი	1941	484	43	8	6	406	0	0	4
21032	Rural	21	32	გარდაბანი	3547	2367	327	30	75	1775	26	1	67
21033	Rural	21	33	გარდაბანი	320	194	51	12	6	112	0	1	7
21034	Rural	21	34	გარდაბანი	1563	864	318	28	31	314	2	1	92
21035	Rural	21	35	გარდაბანი	1874	1510	190	24	117	958	8	0	120
21036	Rural	21	36	გარდაბანი	1204	1127	145	20	36	764	0	0	43
21037	Rural	21	37	გარდაბანი	1115	1034	110	38	92	704	0	0	54
21038	Rural	21	38	გარდაბანი	2080	1974	59	19	21	1787	5	2	18
21039	Rural	21	39	გარდაბანი	3815	3338	97	17	40	3138	1	1	10
21040	Rural	21	40	გარდაბანი	1926	525	26	2	6	446	2	0	2
21041	Rural	21	41	გარდაბანი	1821	1152	74	97	4	926	1	0	1
21042	Rural	21	42	გარდაბანი	1415	874	175	17	199	255	8	0	155
21043	Rural	21	43	გარდაბანი	1116	760	195	34	97	260	1	1	105
21044	Rural	21	44	გარდაბანი	71	60	14	0	8	32	1	0	5
21046	Rural	21	46	გარდაბანი	2100	1156	338	36	127	456	3	1	102
21047	Rural	21	47	გარდაბანი	1561	884	246	22	129	373	3	2	49
21048	Rural	21	48	გარდაბანი	1039	677	119	7	72	375	1	0	30
21049	Rural	21	49	გარდაბანი	1173	447	20	5	22	378	0	0	1
21050	Rural	21	50	გარდაბანი	1292	560	25	7	16	445	0	0	16
21056	Rural	21	56	გარდაბანი	1985	572	11	3	4	510	0	0	2
21057	Rural	21	57	გარდაბანი	1952	616	13	7	4	537	1	1	2
21058	Rural	21	58	გარდაბანი	1304	402	11	6	2	367	0	0	1
21059	Rural	21	59	გარდაბანი	1320	1273	205	33	43	929	0	0	45
21060	Rural	21	60	გარდაბანი	536	392	69	8	31	221	0	2	30
21062	Small-Medium(5-15K)	21	62	გარდაბანი	1444	437	21	4	13	341	0	0	5
21063	Rural	21	63	გარდაბანი	794	684	50	36	14	512	12	3	12
21064	Rural	21	64	გარდაბანი	890	434	15	11	1	398	1	0	2
21070	Rural	21	70	გარდაბანი	409	183	6	3	2	155	2	0	1
21071	Rural	21	71	გარდაბანი	329	177	8	2	0	153	0	1	2
22001	Medium (15-40K)	22	1	მარნეული	1545	349	53	9	8	232	0	0	20
22002	Medium (15-40K)	22	2	მარნეული	1391	465	25	4	4	318	0	0	7
22003	Medium (15-40K)	22	3	მარნეული	1490	539	28	1	0	453	0	0	13
22004	Medium (15-40K)	22	4	მარნეული	1805	706	66	19	17	536	0	0	23
22005	Medium (15-40K)	22	5	მარნეული	1397	438	41	7	5	302	0	0	23
22006	Rural	22	6	მარნეული	1511	623	6	3	3	554	0	1	10
22007	Rural	22	7	მარნეული	1116	545	16	2	2	473	0	0	0
22008	Rural	22	8	მარნეული	1718	395	46	2	10	305	0	0	16
22009	Rural	22	9	მარნეული	1300	348	9	1	1	315	0	0	4
22010	Rural	22	10	მარნეული	1720	1475	12	0	0	1445	0	1	6
22011	Rural	22	11	მარნეული	1458	1407	52	128	2	1199	1	0	3
22012	Rural	22	12	მარნეული	865	573	5	0	0	440	0	0	0
22013	Rural	22	13	მარნეული	1521	1385	0	104	0	1281	0	0	0
22014	Rural	22	14	მარნეული	1841	1720	147	143	0	1426	0	0	0
22015	Rural	22	15	მარნეული	1692	1520	64	8	1	1434	0	0	2
22016	Rural	22	16	მარნეული	491	464	39	7	0	418	0	0	0
22017	Rural	22	17	მარნეული	206	142	10	0	0	132	0	0	0
22018	Rural	22	18	მარნეული	1805	1507	35	22	7	1439	0	0	0
22019	Rural	22	19	მარნეული	622	604	27	23	0	554	0	0	0
22020	Rural	22	20	მარნეული	302	256	12	11	0	232	0	0	1
22021	Rural	22	21	მარნეული	1709	784	277	22	58	332	1	0	82
22022	Rural	22	22	მარნეული	1549	1488	14	12	8	1406	0	10	0
22023	Rural	22	23	მარნეული	2078	2029	63	51	0	1915	0	0	0
22024	Rural	22	24	მარნეული	1264	450	19	3	2	403	0	0	0
22025	Rural	22	25	მარნეული	1023	897	12	1	2	875	1	0	1
22026	Rural	22	26	მარნეული	1754	816	339	28	77	287	2	0	74
22027	Rural	22	27	მარნეული	1789	1099	318	47	59	641	1	0	29
22028	Rural	22	28	მარნეული	448	299	8	4	0	286	0	0	0
22029	Rural	22	29	მარნეული	1780	1171	104	26	0	1035	0	0	1
22030	Rural	22	30	მარნეული	1829	1499	10	4	1	1368	1	1	0
22031	Rural	22	31	მარნეული	2361	997	45	3	0	934	2	0	0
22032	Rural	22	32	მარნეული	1667	1518	7	3	0	1470	2	0	0
22033	Rural	22	33	მარნეული	314	314	43	0	0	270	0	0	1
22034	Rural	22	34	მარნეული	1680	1647	27	18	0	1602	0	0	0
22035	Rural	22	35	მარნეული	1036	950	21	84	3	834	3	0	5
22036	Rural	22	36	მარნეული	1212	964	37	10	3	909	0	0	5
22037	Rural	22	37	მარნეული	1182	1010	23	21	4	957	2	2	0
22038	Rural	22	38	მარნეული	1009	895	28	14	11	831	3	4	1
22039	Rural	22	39	მარნეული	737	690	6	2	4	660	2	3	4
22040	Rural	22	40	მარნეული	1378	1369	1	9	3	1352	1	0	3
22041	Rural	22	41	მარნეული	867	867	52	14	1	735	1	0	4
22042	Rural	22	42	მარნეული	1295	732	58	0	1	638	0	0	0
22043	Rural	22	43	მარნეული	1679	1525	180	10	0	1334	0	0	0
22044	Rural	22	44	მარნეული	1083	993	91	17	0	882	0	0	0
22045	Rural	22	45	მარნეული	319	281	13	5	0	263	0	0	0
22046	Rural	22	46	მარნეული	1136	1101	90	27	8	971	1	0	3
22047	Rural	22	47	მარნეული	1562	1502	151	0	38	1210	0	0	3
22048	Rural	22	48	მარნეული	1981	1930	81	118	1	1693	2	0	1
22049	Rural	22	49	მარნეული	1780	1343	105	106	5	1122	1	2	2
22050	Rural	22	50	მარნეული	1706	1576	90	87	0	1372	1	1	3
22051	Rural	22	51	მარნეული	978	978	24	26	2	926	0	0	1
22052	Rural	22	52	მარნეული	1153	697	35	16	0	644	1	0	1
22053	Rural	22	53	მარნეული	1433	722	32	2	2	679	0	0	1
22054	Rural	22	54	მარნეული	835	504	21	5	1	461	0	2	12
22055	Rural	22	55	მარნეული	1473	1010	28	12	2	933	2	0	33
22056	Rural	22	56	მარნეული	2071	2021	12	9	3	1996	2	6	0
22057	Rural	22	57	მარნეული	774	739	0	17	0	713	1	0	0
22058	Rural	22	58	მარნეული	1259	1118	1	1	0	1111	0	0	0
22059	Rural	22	59	მარნეული	1027	870	2	12	1	833	0	0	0
22060	Rural	22	60	მარნეული	478	386	21	45	10	306	1	0	3
22061	Rural	22	61	მარნეული	644	640	59	55	0	545	0	0	0
22062	Rural	22	62	მარნეული	538	222	7	0	0	203	2	0	0
22063	Rural	22	63	მარნეული	190	140	3	0	1	131	2	0	0
22064	Medium (15-40K)	22	64	მარნეული	1414	828	61	6	8	715	3	0	21
22065	Medium (15-40K)	22	65	მარნეული	1504	731	14	8	12	613	0	0	0
22066	Medium (15-40K)	22	66	მარნეული	1428	1275	97	9	6	1173	0	0	14
22067	Medium (15-40K)	22	67	მარნეული	1299	359	18	5	0	216	0	4	3
22068	Medium (15-40K)	22	68	მარნეული	1184	475	8	1	1	408	0	0	6
22069	Medium (15-40K)	22	69	მარნეული	1152	407	18	1	0	384	1	0	3
23001	Small-Medium(5-15K)	23	1	ბოლნისი	1528	813	252	31	23	435	8	0	40
23002	Small-Medium(5-15K)	23	2	ბოლნისი	1500	769	184	55	35	324	2	0	62
23003	Small-Medium(5-15K)	23	3	ბოლნისი	1463	676	204	24	36	339	5	2	52
23004	Small-Medium(5-15K)	23	4	ბოლნისი	1341	496	184	30	19	215	5	0	31
23005	Rural	23	5	ბოლნისი	278	232	11	6	20	191	0	0	0
23006	Rural	23	6	ბოლნისი	418	360	30	1	3	321	2	0	3
23007	Rural	23	7	ბოლნისი	1580	1479	25	15	10	1428	0	1	0
23008	Rural	23	8	ბოლნისი	767	499	27	12	6	439	1	0	3
23009	Small-Medium(5-15K)	23	9	ბოლნისი	1626	806	21	18	22	660	1	1	0
23010	Small-Medium(5-15K)	23	10	ბოლნისი	1605	784	131	17	26	545	1	1	57
23011	Small-Medium(5-15K)	23	11	ბოლნისი	1564	771	78	28	16	602	2	0	26
23012	Rural	23	12	ბოლნისი	781	694	73	1	2	598	1	1	8
23013	Rural	23	13	ბოლნისი	804	508	26	4	2	446	0	1	5
23014	Rural	23	14	ბოლნისი	214	168	9	0	0	156	0	0	0
23015	Rural	23	15	ბოლნისი	547	275	4	1	0	252	0	0	2
23016	Rural	23	16	ბოლნისი	179	71	4	2	0	63	0	0	0
23017	Rural	23	17	ბოლნისი	542	242	4	7	3	202	0	0	0
23018	Rural	23	18	ბოლნისი	1368	894	12	18	2	831	0	1	0
23019	Rural	23	19	ბოლნისი	535	353	9	2	1	337	1	1	2
23020	Rural	23	20	ბოლნისი	1542	801	20	11	0	766	0	0	2
23021	Rural	23	21	ბოლნისი	438	272	12	15	0	241	0	0	0
23022	Rural	23	22	ბოლნისი	284	212	8	15	0	185	0	0	3
23023	Rural	23	23	ბოლნისი	1204	1121	100	19	0	1000	0	0	2
23024	Rural	23	24	ბოლნისი	956	204	12	0	0	191	0	0	1
23025	Rural	23	25	ბოლნისი	229	143	14	3	2	121	0	0	0
23026	Rural	23	26	ბოლნისი	1933	963	6	2	1	943	0	0	0
23027	Rural	23	27	ბოლნისი	526	478	0	6	0	470	0	0	0
23028	Rural	23	28	ბოლნისი	773	544	2	2	0	537	0	0	0
23029	Rural	23	29	ბოლნისი	1781	1285	8	7	1	1251	1	1	5
23030	Rural	23	30	ბოლნისი	1592	1207	8	3	2	1177	0	0	0
23031	Rural	23	31	ბოლნისი	605	450	53	13	4	375	0	0	0
23032	Rural	23	32	ბოლნისი	950	900	5	9	2	881	0	0	3
23033	Rural	23	33	ბოლნისი	73	73	3	2	1	65	0	0	0
23034	Rural	23	34	ბოლნისი	1060	816	27	9	0	772	0	3	5
23035	Rural	23	35	ბოლნისი	1237	798	239	16	36	380	10	0	100
23036	Rural	23	36	ბოლნისი	440	200	4	4	0	182	1	1	0
23037	Rural	23	37	ბოლნისი	640	433	154	27	33	183	1	0	12
23038	Rural	23	38	ბოლნისი	330	203	25	17	5	132	1	0	8
23039	Rural	23	39	ბოლნისი	455	247	2	2	2	237	0	0	0
23040	Rural	23	40	ბოლნისი	1460	806	8	17	0	778	0	0	0
23041	Rural	23	41	ბოლნისი	1641	887	6	3	1	864	1	0	2
23042	Rural	23	42	ბოლნისი	2035	885	17	6	1	836	1	1	1
23043	Rural	23	43	ბოლნისი	1189	728	5	9	0	701	0	0	1
23044	Rural	23	44	ბოლნისი	435	225	55	12	2	125	0	0	28
23045	Rural	23	45	ბოლნისი	2141	1673	7	47	0	1597	0	0	0
23046	Rural	23	46	ბოლნისი	1729	1355	70	4	10	1265	1	0	0
23047	Rural	23	47	ბოლნისი	1624	1382	30	20	3	1312	0	0	5
23048	Rural	23	48	ბოლნისი	368	220	36	5	25	141	2	0	11
23049	Rural	23	49	ბოლნისი	326	262	20	14	18	202	0	0	6
23050	Rural	23	50	ბოლნისი	704	465	5	41	17	402	0	0	0
23051	Rural	23	51	ბოლნისი	986	415	21	15	18	346	0	0	3
23052	Rural	23	52	ბოლნისი	1256	1074	7	3	13	1026	1	24	0
23053	Rural	23	53	ბოლნისი	412	245	19	19	1	196	1	0	4
23054	Rural	23	54	ბოლნისი	95	52	4	2	0	46	0	0	0
23055	Rural	23	55	ბოლნისი	112	100	1	0	26	68	0	0	0
23056	Rural	23	56	ბოლნისი	57	40	0	2	1	37	0	0	0
23057	Rural	23	57	ბოლნისი	243	218	20	3	5	178	0	0	1
23058	Small-Medium(5-15K)	23	58	ბოლნისი	1384	567	0	0	0	0	0	0	0
23059	Small-Medium(5-15K)	23	59	ბოლნისი	1234	538	212	18	25	212	3	0	60
24001	Small (<5K)	24	1	დმანისი	1511	673	121	13	11	354	2	0	121
24002	Small (<5K)	24	2	დმანისი	1449	623	137	19	20	256	1	1	136
24003	Rural	24	3	დმანისი	782	303	4	1	1	282	0	0	5
24004	Rural	24	4	დმანისი	1301	650	2	3	0	616	0	2	1
24005	Rural	24	5	დმანისი	657	175	3	2	0	149	0	1	0
24006	Rural	24	6	დმანისი	111	63	11	0	0	52	0	0	0
24007	Rural	24	7	დმანისი	548	206	4	0	0	193	0	0	0
24008	Rural	24	8	დმანისი	567	353	67	18	16	177	0	2	65
24009	Rural	24	9	დმანისი	477	402	5	0	0	381	0	0	1
24010	Rural	24	10	დმანისი	386	224	1	5	1	213	0	0	0
24011	Rural	24	11	დმანისი	70	43	12	2	0	16	0	0	3
24012	Rural	24	12	დმანისი	703	470	70	4	33	294	2	1	58
24013	Rural	24	13	დმანისი	139	79	12	2	8	43	0	2	9
24014	Rural	24	14	დმანისი	306	230	15	1	1	212	0	0	1
24015	Rural	24	15	დმანისი	212	131	1	1	0	129	0	0	0
24016	Rural	24	16	დმანისი	448	325	16	10	10	227	0	0	38
24017	Rural	24	17	დმანისი	938	588	79	6	39	379	1	1	61
24018	Rural	24	18	დმანისი	142	97	21	6	2	53	1	0	8
24019	Rural	24	19	დმანისი	375	204	7	2	0	195	0	0	0
24020	Rural	24	20	დმანისი	410	230	2	2	1	220	0	0	1
24021	Rural	24	21	დმანისი	365	175	5	2	0	166	0	0	2
24022	Rural	24	22	დმანისი	1733	1060	9	1	3	1028	0	0	1
24023	Rural	24	23	დმანისი	94	37	2	1	1	32	0	0	1
24024	Rural	24	24	დმანისი	652	314	5	4	3	279	1	0	7
24025	Rural	24	25	დმანისი	303	162	3	2	0	154	0	0	3
