Prec_ID	Settype	District_name	District	Precint	Attached	Total_Voters	Special_voters	Turnout12	Turnout17	Turnout	Free_georgia	NDP	UNM	Just_georgia	CDM	Popular_movement	Freedom_Zviadi	Georgian_troupe	New_rights	Peoples_party	Kostava_society	Future_georgia	Georgian_workers	Labor	Sportsmens_union	GDC	Annulled
32076	Rural	გორის	32	76		471	2	150	283	318	1	0	204	0	12	0	1	0	2	0	0	0	0	3	1	89	5
32077	Rural	გორის	32	77		1399	5	462	816	903	3	1	398	5	18	0	0	0	1	1	0	0	0	15	1	431	27
32078	Rural	გორის	32	78		1460	8	329	729	901	1	0	410	3	29	0	1	3	0	0	0	0	0	19	1	416	17
32079	Rural	გორის	32	79		1598	7	352	795	964	0	0	367	1	24	0	0	1	4	0	0	0	0	16	1	520	30
32080	Medium-Large(40-100K)	გორის	32	80		1274	10	270	670	785	3	0	203	1	15	0	1	1	2	0	0	0	0	5	1	541	17
32081	Medium-Large(40-100K)	გორის	32	81		1360	9	338	632	761	4	1	215	2	18	0	0	2	5	0	1	0	0	12	0	482	19
32082	Medium-Large(40-100K)	გორის	32	82		1424	7	369	755	877	1	0	267	1	16	0	1	1	3	0	0	0	0	15	1	562	9
32083	Medium-Large(40-100K)	გორის	32	83	24	1242	891	740	1365	1514	5	0	1023	0	27	0	0	0	2	0	0	0	1	16	1	362	40
32084	Medium-Large(40-100K)	გორის	32	84		1250	12	291	596	728	0	0	329	5	14	1	1	0	5	0	0	0	1	10	1	355	13
32085	Medium-Large(40-100K)	გორის	32	85		1515	10	308	682	823	1	0	247	0	19	0	0	1	3	2	0	1	0	20	0	470	58
32086	Medium-Large(40-100K)	გორის	32	86		705	6	161	321	361	0	0	147	0	13	0	0	0	1	0	1	0	0	7	0	182	10
32087	Rural	გორის	32	87		687	4	205	382	431	1	0	188	0	9	0	1	0	1	0	0	0	0	8	0	208	15
32088	Rural	გორის	32	88		1181	8	313	600	703	0	1	324	0	13	0	0	0	3	0	0	0	0	21	0	330	11
32089	Rural	გორის	32	89		841	9	228	452	539	7	1	243	0	22	0	0	0	2	0	0	0	0	5	0	244	14
32090	Rural	გორის	32	90		870	3	210	350	445	0	1	252	2	14	0	0	0	2	0	1	0	0	10	1	150	12
32091	Rural	გორის	32	91		1013	9	230	472	537	1	0	199	1	16	0	0	0	2	0	0	0	0	5	1	288	24
32092	Rural	გორის	32	92		1149	8	314	589	712	3	0	258	0	30	0	1	0	3	0	0	0	0	8	0	396	7
32093	Rural	გორის	32	93		1204	3	308	626	725	0	0	358	0	21	0	0	1	1	0	0	0	0	18	0	313	12
32094	Rural	გორის	32	94		997	10	265	532	620	1	2	236	1	12	0	1	0	2	0	0	1	1	14	1	321	23
32095	Medium-Large(40-100K)	გორის	32	95		975	12	267	513	589	3	0	150	1	14	0	0	0	7	0	0	0	0	9	0	398	7
32096	Medium-Large(40-100K)	გორის	32	96		1035	10	197	429	518	0	0	199	2	13	1	0	0	0	0	0	4	0	12	0	275	12
32097	Rural	გორის	32	97		1108	4	316	606	723	1	0	383	1	19	0	0	0	1	0	0	0	0	12	0	285	21
32098	Rural	გორის	32	98		1497	10	296	685	835	1	2	410	3	39	1	0	0	0	0	0	0	0	14	0	345	18
32099	Rural	გორის	32	99		1109	13	254	621	713	2	0	353	2	11	0	0	0	1	0	0	0	0	11	0	311	18
32100	Rural	გორის	32	100		1268	6	299	795	1029	3	5	670	3	9	2	0	0	0	0	1	0	1	3	1	302	29
32101	Rural	გორის	32	101		661	1	304	530	553	0	0	310	0	6	0	0	0	0	0	0	0	0	8	0	210	19
32102	Rural	გორის	32	102		334	4	203	290	300	0	5	229	0	3	0	1	0	0	0	0	0	0	0	0	58	4
32103	Rural	გორის	32	103		203	5	90	141	148	0	0	100	1	2	0	0	0	0	0	0	0	0	0	0	38	7
32104	Rural	გორის	32	104		195	4	135	166	169	0	1	137	1	4	0	0	0	0	0	0	0	0	0	0	20	6
32105	Rural	გორის	32	105		396	3	206	332	344	1	0	264	0	15	0	1	0	1	0	0	0	0	4	0	47	11
32106	Rural	გორის	32	106		301	5	133	255	269	1	0	208	1	5	0	0	0	0	0	0	0	0	1	0	43	10
32107	Medium-Large(40-100K)	გორის	32	107		807	13	41	93	119	0	0	27	0	1	0	0	0	1	1	0	0	0	1	0	85	3
33001	Small-Medium(5-15K)	ქარელის	33	1		1523	5	377	770	900	0	0	279	2	14	0	0	0	3	0	0	1	0	9	2	572	18
33002	Small-Medium(5-15K)	ქარელის	33	2		1590	4	372	770	887	0	1	207	1	18	0	0	0	0	0	0	1	0	9	1	627	19
33003	Small-Medium(5-15K)	ქარელის	33	3		1566	5	427	751	878	2	1	321	0	22	0	0	1	2	0	0	0	0	9	0	506	14
33004	Rural	ქარელის	33	4		1244	6	306	550	610	0	0	244	0	21	0	0	0	2	0	0	0	3	6	0	321	13
33005	Rural	ქარელის	33	5		1207	6	331	581	665	1	0	301	3	36	1	0	0	0	0	0	0	0	13	2	307	0
33006	Rural	ქარელის	33	6		732	11	205	381	443	9	1	122	1	15	0	1	1	0	0	0	0	0	15	0	262	16
33007	Rural	ქარელის	33	7		1048	2	231	572	606	2	0	254	1	15	0	0	0	0	0	0	0	0	19	0	294	21
33008	Rural	ქარელის	33	8		1149	2	326	638	707	1	1	408	2	11	2	0	0	0	1	0	0	2	7	0	251	21
33009	Rural	ქარელის	33	9		477	3	181	300	361	0	0	182	1	13	1	0	0	2	0	0	0	0	5	0	145	12
33010	Rural	ქარელის	33	10		1056	5	390	690	762	0	1	235	4	11	0	0	0	0	0	0	0	1	15	0	424	71
33011	Rural	ქარელის	33	11		203	6	78	126	135	0	0	55	0	2	0	0	0	0	0	0	0	0	3	0	68	7
33012	Rural	ქარელის	33	12		1238	4	374	696	754	0	0	355	1	22	1	0	0	1	0	0	0	0	14	0	354	6
33013	Rural	ქარელის	33	13		948	3	243	563	652	1	0	263	2	17	1	0	0	1	0	1	0	0	9	0	328	28
33014	Rural	ქარელის	33	14		1249	5	332	699	814	0	2	262	1	16	0	0	0	1	0	0	0	2	17	0	481	32
33015	Rural	ქარელის	33	15		702	3	230	430	456	2	2	151	1	6	0	0	0	0	0	0	0	0	2	0	275	17
33016	Rural	ქარელის	33	16		706	6	262	410	427	0	1	219	0	20	0	1	0	0	0	0	0	1	4	0	168	13
33017	Rural	ქარელის	33	17		319	7	155	206	220	0	0	143	0	5	0	0	0	0	0	0	0	0	0	0	58	14
33018	Rural	ქარელის	33	18		1174	0	290	690	807	0	0	490	5	24	0	0	0	2	0	0	0	0	5	1	254	21
33019	Rural	ქარელის	33	19		1524	5	410	773	854	1	1	354	2	15	0	0	0	0	0	0	0	0	22	1	426	32
33020	Rural	ქარელის	33	20		1282	7	339	635	750	2	1	280	4	18	0	1	0	0	0	0	2	0	22	0	407	13
33021	Rural	ქარელის	33	21		830	4	292	502	552	1	1	160	1	15	0	2	0	1	0	1	1	0	15	0	340	13
33022	Rural	ქარელის	33	22		446	7	152	260	291	0	1	107	0	13	0	0	0	0	0	0	0	1	4	2	159	4
33023	Rural	ქარელის	33	23		468	3	140	233	254	0	0	92	1	5	0	0	0	0	0	0	0	2	1	0	140	13
33024	Rural	ქარელის	33	24		128	9	36	68	71	0	0	40	0	2	0	0	0	0	0	0	0	0	0	0	24	5
33025	Rural	ქარელის	33	25		1319	2	315	636	801	0	0	276	4	10	0	2	0	0	0	0	0	0	15	0	474	20
33026	Rural	ქარელის	33	26		1159	3	257	593	732	0	0	315	2	46	1	0	0	1	0	0	0	1	34	0	318	14
33027	Rural	ქარელის	33	27		1599	6	377	765	927	1	3	398	6	41	1	0	0	10	0	0	0	0	22	0	416	23
33028	Rural	ქარელის	33	28		1419	8	375	683	845	1	2	260	1	19	0	0	0	1	0	0	0	1	30	1	488	36
33029	Rural	ქარელის	33	29		1556	3	308	852	1040	0	2	271	1	22	0	0	0	2	0	0	0	0	32	1	705	4
33030	Rural	ქარელის	33	30		942	6	325	767	788	2	0	342	6	14	0	0	1	3	0	0	0	0	3	0	411	6
33031	Rural	ქარელის	33	31		1543	4	448	860	994	6	2	391	2	21	1	1	0	0	0	0	0	0	5	1	516	48
33034	Small-Medium(5-15K)	ქარელის	33	34		1510	8	283	620	777	2	0	242	1	16	0	0	0	2	0	0	1	0	10	0	479	24
33035	Rural	ქარელის	33	35		661	11	250	410	407	0	0	171	1	6	0	0	0	0	0	0	0	0	9	0	217	3
33036	Rural	ქარელის	33	36		1286	6	334	619	727	4	1	224	0	23	0	0	0	1	0	1	0	0	13	1	434	25
33037	Rural	ქარელის	33	37		430	4	180	275	289	0	0	161	0	12	0	0	0	0	0	0	0	0	6	0	103	6
33038	Rural	ქარელის	33	38		732	10	226	364	426	1	2	207	3	16	0	0	1	1	0	0	0	0	3	0	176	12
33039	Rural	ქარელის	33	39		226	12	104	156	170	1	1	102	1	2	0	0	0	0	0	0	0	1	0	0	54	8
33040	Rural	ქარელის	33	40		238	7	131	148	158	0	1	84	0	3	0	0	0	0	0	0	0	3	1	0	64	2
33041	Rural	ქარელის	33	41		143	7	84	112	112	0	0	67	0	7	0	0	0	0	0	1	0	0	2	0	32	3
35001	Medium (15-40K)	ხაშურის	35	1		1046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35002	Medium (15-40K)	ხაშურის	35	2		1344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35003	Medium (15-40K)	ხაშურის	35	3		1296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35004	Medium (15-40K)	ხაშურის	35	4		1454	8	351	966	1199	8	0	670	1	13	0	0	0	3	0	0	0	0	38	0	440	26
35005	Medium (15-40K)	ხაშურის	35	5		1072	5	268	548	650	1	0	129	1	19	0	0	0	3	0	0	0	0	17	0	462	16
35006	Medium (15-40K)	ხაშურის	35	6		1340	11	318	720	866	0	0	215	0	12	0	0	0	0	0	0	0	0	9	0	625	5
35007	Medium (15-40K)	ხაშურის	35	7		1172	10	315	651	726	2	0	184	0	16	0	2	1	13	0	0	0	0	7	0	486	15
35008	Medium (15-40K)	ხაშურის	35	8		906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35009	Medium (15-40K)	ხაშურის	35	9		1112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35010	Medium (15-40K)	ხაშურის	35	10		1033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35011	Medium (15-40K)	ხაშურის	35	11		1234	11	377	709	807	2	2	172	0	20	0	0	0	2	0	0	0	0	15	0	579	12
35012	Medium (15-40K)	ხაშურის	35	12		924	11	197	416	739	7	7	465	7	41	2	3	7	7	11	0	0	0	44	0	132	6
35013	Medium (15-40K)	ხაშურის	35	13		1491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35014	Medium (15-40K)	ხაშურის	35	14		986	5	270	313	493	1	0	103	0	15	0	0	0	1	0	0	0	0	15	0	351	7
35015	Rural	ხაშურის	35	15		678	4	211	409	447	2	1	189	0	10	2	1	0	1	0	0	0	0	11	0	216	14
35016	Rural	ხაშურის	35	16		1263	7	353	694	771	3	0	413	1	17	0	0	0	1	0	1	0	0	6	0	250	79
35017	Small-Medium(5-15K)	ხაშურის	35	17		1210	9	299	608	706	0	0	178	1	17	0	0	0	0	0	0	0	0	8	1	479	19
35018	Small-Medium(5-15K)	ხაშურის	35	18		1330	28	370	737	877	1	2	179	1	15	0	1	1	4	1	0	1	0	16	0	622	27
35019	Small-Medium(5-15K)	ხაშურის	35	19		1296	9	269	555	653	2	1	155	0	10	1	1	0	2	0	0	0	0	10	0	449	22
35020	Small-Medium(5-15K)	ხაშურის	35	20		1137	12	290	650	743	4	0	172	1	17	0	1	0	5	0	1	0	0	8	1	517	13
35021	Small-Medium(5-15K)	ხაშურის	35	21		941	9	255	530	636	1	0	140	0	1	1	6	0	2	1	0	0	0	10	1	472	1
35022	Rural	ხაშურის	35	22		487	5	225	330	364	1	4	81	0	5	0	0	0	0	0	1	0	0	11	1	258	2
35023	Rural	ხაშურის	35	23		1010	2	220	508	700	3	2	331	0	3	0	0	0	2	0	0	0	0	9	0	333	15
35024	Rural	ხაშურის	35	24		299	5	110	188	207	2	0	106	0	0	0	0	0	0	0	0	0	0	3	1	75	20
35025	Rural	ხაშურის	35	25		727	4	162	362	471	2	2	148	1	5	1	0	0	1	0	0	0	0	7	0	286	15
35026	Rural	ხაშურის	35	26		1097	1	290	654	756	3	1	336	1	6	0	0	1	0	0	1	1	0	4	0	394	8
35027	Rural	ხაშურის	35	27		441	5	169	304	327	3	0	123	0	19	0	0	0	0	1	0	0	0	3	0	172	6
35028	Rural	ხაშურის	35	28		1132	1	295	600	742	10	0	307	0	16	0	1	0	1	0	0	0	0	13	0	376	18
35029	Rural	ხაშურის	35	29	53	810	270	196	740	911	1	0	738	0	6	1	0	0	0	0	0	1	0	3	0	152	5
35030	Rural	ხაშურის	35	30		744	4	190	411	448	3	0	160	1	14	0	0	1	1	0	0	0	0	5	1	252	10
35031	Rural	ხაშურის	35	31		436	7	117	246	289	2	1	120	0	9	1	1	0	2	0	0	0	0	2	0	135	16
35032	Rural	ხაშურის	35	32		1182	6	0	0	957	4	0	295	1	18	0	1	0	1	0	0	0	0	11	0	501	62
35033	Rural	ხაშურის	35	33		1321	7	296	731	810	1	1	180	3	31	1	0	0	0	0	0	1	0	14	0	540	38
35034	Rural	ხაშურის	35	34		1039	8	221	565	650	3	1	223	0	3	0	0	0	1	0	1	1	0	7	0	361	48
35035	Rural	ხაშურის	35	35		809	3	242	444	502	4	0	222	0	17	0	0	0	6	0	0	0	0	10	0	231	12
35036	Rural	ხაშურის	35	36		1594	2	423	831	1030	1	0	264	2	26	0	0	0	0	1	0	0	0	20	1	643	72
35037	Rural	ხაშურის	35	37		566	5	177	319	366	1	0	192	0	3	0	0	0	1	0	0	0	0	3	0	156	10
35038	Rural	ხაშურის	35	38		370	8	102	231	244	0	0	141	1	1	0	0	0	3	0	0	0	0	2	0	83	12
35039	Rural	ხაშურის	35	39		457	1	170	285	331	5	0	156	1	11	0	0	1	4	0	0	0	0	7	0	134	12
35040	Rural	ხაშურის	35	40		35	13	22	33	33	0	0	20	0	3	0	0	0	0	0	0	0	0	0	0	8	2
35041	Rural	ხაშურის	35	41		66	8	25	46	51	0	0	32	0	2	0	0	0	0	0	0	0	0	1	0	14	2
35042	Medium (15-40K)	ხაშურის	35	42		1359	10	329	658	814	4	0	143	1	15	0	1	0	2	0	1	0	0	12	0	599	34
35043	Medium (15-40K)	ხაშურის	35	43		1371	9	369	768	878	9	29	189	30	0	0	0	1	0	0	0	0	0	18	0	572	30
35044	Medium (15-40K)	ხაშურის	35	44		940	11	236	500	517	4	0	86	0	8	0	0	0	5	0	0	0	0	8	0	384	21
35045	Medium (15-40K)	ხაშურის	35	45		1132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35046	Medium (15-40K)	ხაშურის	35	46		1021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35047	Rural	ხაშურის	35	47		1157	11	242	555	689	2	0	180	0	17	0	0	0	1	1	0	0	0	16	0	454	15
35048	Rural	ხაშურის	35	48		942	9	267	680	791	0	0	423	5	21	0	0	0	2	0	0	0	0	50	0	279	6
35049	Medium (15-40K)	ხაშურის	35	49		924	13	245	459	577	4	0	150	2	26	0	1	0	0	0	0	0	0	14	0	349	24
35050	Medium (15-40K)	ხაშურის	35	50		1003	9	250	602	659	0	1	227	0	11	0	0	1	1	0	0	0	0	9	0	404	5
35051	Rural	ხაშურის	35	51		598	9	194	308	339	0	1	78	0	6	0	1	0	0	0	0	0	0	9	0	234	4
35052	Medium (15-40K)	ხაშურის	35	52		989	13	52	103	117	0	0	19	0	3	0	0	0	0	0	0	0	0	1	1	86	7
36001	Small-Medium(5-15K)	ბორჯომის	36	1		1213	5	302	689	743	2	1	173	1	13	0	0	0	1	0	0	0	0	10	1	490	51
36002	Small-Medium(5-15K)	ბორჯომის	36	2		1009	6	316	582	641	8	1	209	2	7	0	1	0	3	0	0	0	0	5	0	390	15
36003	Small-Medium(5-15K)	ბორჯომის	36	3		975	5	285	608	653	3	0	153	0	8	0	0	0	1	0	0	0	0	4	0	472	12
36004	Small-Medium(5-15K)	ბორჯომის	36	4		1175	8	304	674	787	4	1	194	0	13	0	0	1	0	0	0	0	0	4	0	560	9
36005	Small-Medium(5-15K)	ბორჯომის	36	5		899	20	218	520	609	1	1	170	0	18	0	0	0	1	0	0	0	0	11	1	393	13
36006	Small-Medium(5-15K)	ბორჯომის	36	6		768	9	237	458	500	0	0	164	0	10	0	0	0	1	0	1	0	1	11	0	300	12
36007	Small-Medium(5-15K)	ბორჯომის	36	7		945	10	224	463	505	0	1	138	1	13	0	0	0	0	0	0	0	0	8	0	326	18
36008	Small-Medium(5-15K)	ბორჯომის	36	8		982	5	237	486	525	1	2	155	1	9	0	0	0	1	0	0	0	0	8	0	333	15
36009	Small-Medium(5-15K)	ბორჯომის	36	9		1371	2	336	759	825	1	4	246	0	17	2	0	0	3	1	0	0	0	11	0	518	22
36010	Rural	ბორჯომის	36	10		802	10	261	473	529	1	0	105	1	15	0	0	0	0	0	0	0	0	4	0	389	14
36011	Rural	ბორჯომის	36	11		878	7	289	593	634	1	0	169	0	7	0	0	0	1	0	0	0	0	3	0	443	10
36012	Rural	ბორჯომის	36	12		283	1	129	174	187	0	0	114	0	3	0	0	0	0	0	0	0	0	0	0	66	4
36013	Rural	ბორჯომის	36	13		1416	2	363	897	965	1	1	242	1	17	1	0	0	0	0	1	1	0	9	0	667	24
36014	Rural	ბორჯომის	36	14		338	2	91	232	275	0	0	227	0	2	0	0	0	0	0	0	0	0	2	0	34	10
36015	Rural	ბორჯომის	36	15		1219	1	360	750	849	3	2	370	1	10	0	0	1	2	0	0	0	1	6	0	427	24
36016	Rural	ბორჯომის	36	16		670	3	210	427	477	8	1	216	0	13	0	1	0	1	0	0	1	0	4	0	213	19
36017	Rural	ბორჯომის	36	17		549	4	166	307	360	0	1	267	0	1	0	0	0	0	0	0	0	0	0	0	80	10
36018	Rural	ბორჯომის	36	18		1580	1	381	973	1138	1	0	409	7	15	1	0	0	0	0	0	0	2	4	1	662	36
36019	Rural	ბორჯომის	36	19		857	2	271	554	626	2	0	207	0	30	0	0	0	5	0	0	0	0	12	1	336	33
36020	Rural	ბორჯომის	36	20		1425	4	381	939	1082	4	2	289	2	19	0	0	0	4	0	0	0	1	16	2	716	27
36021	Rural	ბორჯომის	36	21		573	6	154	389	414	1	0	154	0	12	0	0	0	0	0	0	0	0	5	0	235	7
36022	Rural	ბორჯომის	36	22		713	5	297	530	567	1	1	187	0	7	0	0	0	2	0	0	0	0	2	2	352	13
36023	Rural	ბორჯომის	36	23		934	10	153	271	287	1	1	205	0	7	0	0	0	4	0	0	0	1	9	0	46	12
36024	Rural	ბორჯომის	36	24		177	3	102	114	118	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	33	3
36025	Small-Medium(5-15K)	ბორჯომის	36	25		1077	8	257	534	587	3	0	170	0	15	0	0	1	1	0	0	0	0	2	0	388	7
36026	Small-Medium(5-15K)	ბორჯომის	36	26		1163	7	345	656	711	1	2	193	0	25	0	0	0	1	0	0	0	0	10	1	461	17
36027	Small-Medium(5-15K)	ბორჯომის	36	27		954	10	225	579	624	6	0	156	1	7	0	0	0	1	0	0	0	0	5	1	439	8
36028	Small-Medium(5-15K)	ბორჯომის	36	28		777	10	242	473	515	0	0	124	1	4	0	0	1	0	0	0	0	1	7	0	370	7
36029	Rural	ბორჯომის	36	29		885	7	284	595	638	1	1	136	0	4	0	0	0	0	0	0	0	0	7	2	470	17
36030	Rural	ბორჯომის	36	30		960	10	286	557	651	0	1	120	0	16	0	0	0	0	0	0	0	0	5	0	497	10
37001	Medium (15-40K)	ახალციხის	37	1		1454	14	305	640	759	2	1	461	0	19	0	0	0	3	0	0	0	1	9	0	242	21
37002	Medium (15-40K)	ახალციხის	37	2		1510	11	321	651	759	1	1	487	1	10	0	0	1	2	0	0	1	0	3	0	227	25
37003	Medium (15-40K)	ახალციხის	37	3		1324	7	340	677	795	0	0	435	0	26	0	0	1	0	0	0	0	1	12	0	302	17
37004	Medium (15-40K)	ახალციხის	37	4		1593	10	322	704	806	2	2	545	0	15	0	1	0	1	0	1	0	0	5	0	215	17
37005	Medium (15-40K)	ახალციხის	37	5		1504	2	242	623	743	1	0	518	0	10	2	0	0	1	1	0	0	0	4	0	186	20
37006	Medium (15-40K)	ახალციხის	37	6		1232	7	249	552	662	2	2	388	3	26	0	0	0	7	0	0	0	0	5	0	213	15
37007	Medium (15-40K)	ახალციხის	37	7		741	9	156	356	413	0	0	284	2	6	0	0	0	2	0	0	0	0	3	0	100	16
37008	Medium (15-40K)	ახალციხის	37	8	36	1454	105	404	726	1005	1	0	662	0	23	0	0	0	9	0	0	0	0	12	0	277	18
37009	Medium (15-40K)	ახალციხის	37	9		1188	5	402	825	985	0	0	884	2	11	0	0	0	0	0	0	0	0	6	0	55	25
37010	Medium (15-40K)	ახალციხის	37	10		1165	5	317	663	827	0	0	680	0	15	0	0	0	0	0	0	0	1	7	0	102	22
37011	Medium (15-40K)	ახალციხის	37	11		330	5	144	256	282	1	0	262	1	4	0	0	0	2	0	0	0	0	0	0	7	5
37012	Rural	ახალციხის	37	12		1429	2	366	842	967	1	0	558	5	23	0	0	1	6	0	0	0	0	10	0	337	26
37013	Rural	ახალციხის	37	13		427	4	166	274	337	0	1	232	1	10	1	0	0	1	0	0	0	0	5	0	70	16
37014	Rural	ახალციხის	37	14		1105	1	351	725	828	1	1	467	0	11	0	0	0	3	0	0	0	0	5	0	313	23
37015	Rural	ახალციხის	37	15		656	1	288	485	580	0	0	541	1	4	0	0	0	4	0	0	0	0	0	0	16	14
37016	Rural	ახალციხის	37	16		1318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37017	Rural	ახალციხის	37	17		1052	4	283	582	746	3	0	509	3	13	2	1	0	6	0	0	0	1	6	0	183	19
37018	Rural	ახალციხის	37	18		1200	1	250	678	833	1	0	786	0	3	0	0	0	0	0	0	0	0	0	0	41	2
37019	Rural	ახალციხის	37	19		493	3	174	342	402	0	1	381	0	2	0	0	0	1	0	0	0	0	0	0	13	4
37020	Rural	ახალციხის	37	20		685	4	195	356	450	3	0	366	0	19	0	0	0	2	0	0	0	1	7	0	42	6
37021	Rural	ახალციხის	37	21		1230	4	251	646	814	4	0	638	2	5	1	0	0	1	0	0	1	0	1	0	134	27
37022	Rural	ახალციხის	37	22		1431	4	395	835	978	1	1	726	0	20	0	0	0	7	0	0	0	0	9	0	203	11
37023	Rural	ახალციხის	37	23		807	2	297	512	581	0	1	412	2	11	0	0	0	1	0	0	0	0	9	0	132	13
37024	Rural	ახალციხის	37	24		1011	4	399	602	807	0	1	758	2	13	0	0	0	9	0	0	0	0	2	0	14	8
37025	Rural	ახალციხის	37	25		666	4	228	405	443	3	0	366	4	7	1	0	0	11	0	0	0	0	1	0	26	24
37026	Rural	ახალციხის	37	26		518	4	246	396	449	0	0	420	0	4	0	0	0	0	0	0	0	0	0	0	20	5
37027	Rural	ახალციხის	37	27		1263	3	282	634	814	1	0	585	1	36	0	0	0	1	0	0	0	0	2	1	142	45
37028	Medium (15-40K)	ახალციხის	37	28	37	1249	253	507	836	932	1	1	640	0	13	0	0	0	1	0	1	0	0	2	1	262	9
37029	Medium (15-40K)	ახალციხის	37	29		1121	10	201	477	595	0	0	433	2	11	0	0	0	0	0	0	0	0	7	0	131	11
37030	Medium (15-40K)	ახალციხის	37	30		1387	9	310	639	756	1	1	508	1	23	0	0	0	2	1	0	0	0	8	0	199	12
37031	Medium (15-40K)	ახალციხის	37	31		863	12	225	480	560	1	1	357	0	10	0	0	1	2	0	0	0	0	5	1	171	11
37032	Medium (15-40K)	ახალციხის	37	32		722	9	197	348	415	0	0	263	0	8	0	0	1	2	0	0	0	0	5	0	128	8
37033	Rural	ახალციხის	37	33		942	7	319	640	763	0	0	651	2	5	0	0	0	0	0	0	1	0	5	1	68	30
37034	Rural	ახალციხის	37	34		471	5	175	340	378	3	0	285	1	8	0	0	0	1	0	0	0	0	6	0	63	11
37035	Rural	ახალციხის	37	35		866	8	257	475	584	0	0	380	2	11	0	0	0	4	0	0	0	0	8	0	163	16
38001	Small (<5K)	ადიგენის	38	1		818	10	220	473	537	0	0	270	3	25	1	0	0	0	0	0	0	0	5	0	218	15
38002	Rural	ადიგენის	38	2		1064	5	300	625	693	0	0	345	1	13	2	0	0	1	0	0	1	0	3	1	303	22
38003	Rural	ადიგენის	38	3		1491	3	331	899	1188	2	1	1011	1	23	1	0	0	2	0	0	0	0	6	0	123	17
38004	Rural	ადიგენის	38	4		892	2	240	533	633	3	0	421	0	17	0	0	0	1	0	1	0	0	1	0	169	20
38005	Rural	ადიგენის	38	5		1095	4	237	564	729	0	1	423	3	22	0	0	0	5	0	0	1	0	1	0	250	23
38006	Rural	ადიგენის	38	6		826	3	217	433	545	1	0	408	0	7	0	0	0	5	0	0	0	0	10	0	102	12
38007	Rural	ადიგენის	38	7		1294	3	285	656	817	1	1	471	1	5	0	0	0	4	0	1	0	0	5	0	306	21
38008	Rural	ადიგენის	38	8		752	6	201	485	530	0	0	367	2	0	0	0	0	6	0	0	0	0	1	1	139	12
38009	Rural	ადიგენის	38	9		889	1	255	450	524	0	0	348	1	10	0	0	0	1	0	0	0	0	5	0	146	13
38010	Rural	ადიგენის	38	10		722	4	164	373	433	3	0	173	1	10	1	0	0	2	1	0	0	0	3	0	219	20
38011	Rural	ადიგენის	38	11		395	1	135	260	287	7	0	168	1	4	0	0	0	1	0	0	0	0	3	0	90	13
38012	Rural	ადიგენის	38	12		1481	4	430	949	1163	1	3	1008	0	13	0	0	0	1	1	0	0	0	6	0	108	22
38013	Rural	ადიგენის	38	13		406	3	145	241	284	0	0	184	0	11	0	0	0	3	0	0	0	0	2	1	77	6
38014	Rural	ადიგენის	38	14		819	1	257	482	551	0	1	275	1	12	0	0	0	4	1	0	0	0	5	1	231	20
38015	Rural	ადიგენის	38	15		674	3	137	375	448	1	1	274	1	4	0	0	0	0	1	0	1	0	3	0	139	20
38016	Rural	ადიგენის	38	16		1366	60	443	958	1131	0	2	1003	0	9	1	0	0	17	1	0	0	0	4	0	73	16
38017	Rural	ადიგენის	38	17		294	3	127	216	227	2	0	178	0	1	0	0	0	0	0	0	0	0	0	0	39	7
39018	Rural	ასპინძის	39	18		397	6	132	260	288	0	1	151	0	1	0	0	0	1	0	0	0	0	0	0	121	13
39001	Small (<5K)	ასპინძის	39	1		1500	4	408	921	1071	2	1	604	3	25	0	0	0	18	0	0	0	0	6	1	390	20
39002	Rural	ასპინძის	39	2		260	3	82	157	178	0	2	128	0	8	0	0	0	4	0	0	0	0	1	1	32	2
39003	Rural	ასპინძის	39	3		425	1	119	278	327	1	1	227	2	14	0	0	0	5	0	0	0	0	2	0	72	3
39004	Rural	ასპინძის	39	4		1345	4	292	667	751	5	3	575	3	3	0	0	0	2	0	0	0	0	1	0	95	64
39005	Rural	ასპინძის	39	5		76	3	50	61	62	2	0	50	0	0	0	0	0	0	0	0	0	0	1	0	8	1
39006	Rural	ასპინძის	39	6		84	3	36	65	70	0	0	55	0	0	0	0	0	4	0	0	0	0	0	0	10	1
39007	Rural	ასპინძის	39	7		305	2	115	190	223	1	1	126	0	5	0	0	0	5	0	0	0	0	14	0	70	1
39008	Rural	ასპინძის	39	8		442	2	167	297	349	1	1	257	0	0	0	0	0	2	0	0	0	0	3	0	71	6
