Prec_ID	Settype	District_name	District	Precint	Attached	Total_Voters	Special_voters	Turnout12	Turnout17	Turnout	Free_georgia	NDP	UNM	Just_georgia	CDM	Popular_movement	Freedom_Zviadi	Georgian_troupe	New_rights	Peoples_party	Kostava_society	Future_georgia	Georgian_workers	Labor	Sportsmens_union	GDC	Annulled
10003	Capital	გლდანის	10	3		1500	12	305	641	736	1	0	243	0	9	0	0	1	0	0	1	0	0	10	1	441	29
10004	Capital	გლდანის	10	4		1481	7	334	728	902	1	0	161	0	19	0	1	0	1	1	0	0	0	15	0	679	24
10005	Capital	გლდანის	10	5		1516	6	446	943	1084	1	1	218	1	22	0	2	2	2	0	0	1	0	14	1	788	31
10006	Capital	გლდანის	10	6		1416	12	374	770	883	1	0	196	2	16	0	0	2	0	0	0	0	1	10	1	628	26
10007	Capital	გლდანის	10	7		1521	11	288	702	819	6	0	250	1	19	1	0	1	1	0	2	0	2	14	0	499	23
10008	Capital	გლდანის	10	8		1459	8	343	723	810	1	1	251	0	19	0	1	0	3	1	0	0	0	18	0	495	20
10009	Capital	გლდანის	10	9		1560	9	395	805	904	1	0	276	1	9	0	0	1	0	3	1	0	0	11	0	580	21
10010	Capital	გლდანის	10	10		1482	9	232	666	775	5	0	157	0	19	0	1	1	3	0	0	0	1	10	4	553	20
10011	Capital	გლდანის	10	11		1458	8	362	774	891	3	0	196	0	26	0	0	1	1	0	1	0	0	15	0	624	24
10012	Capital	გლდანის	10	12		1298	6	351	695	763	4	0	177	1	22	1	0	0	1	0	0	0	0	10	1	532	14
10013	Capital	გლდანის	10	13		1418	11	359	771	863	4	0	191	0	14	1	1	0	1	0	0	1	0	15	2	619	13
10014	Capital	გლდანის	10	14		1469	8	351	789	897	1	3	197	4	18	1	0	3	0	0	0	0	2	11	0	642	14
10015	Capital	გლდანის	10	15		1166	11	288	638	713	1	0	172	0	15	0	0	0	1	0	0	0	0	15	1	487	21
10016	Capital	გლდანის	10	16		1139	7	285	562	663	1	0	167	0	13	0	0	0	2	0	0	0	0	16	0	460	4
10017	Capital	გლდანის	10	17		1195	6	310	604	696	1	1	191	3	21	0	1	0	1	0	1	0	0	15	1	448	12
10018	Capital	გლდანის	10	18		1195	10	314	599	678	2	1	155	1	11	0	0	0	2	0	2	0	0	17	0	479	8
10019	Capital	გლდანის	10	19		1371	10	265	677	834	0	0	156	0	18	0	0	1	6	0	0	1	0	5	2	632	13
10020	Capital	გლდანის	10	20		1092	11	275	577	686	1	0	135	2	8	1	0	2	1	0	0	0	0	12	0	502	22
10021	Capital	გლდანის	10	21		1423	10	357	754	861	3	0	234	1	13	0	0	1	1	0	0	0	2	21	0	569	16
10022	Capital	გლდანის	10	22		1331	7	363	720	812	3	0	224	0	18	0	0	5	2	0	2	0	0	20	1	503	32
10023	Capital	გლდანის	10	23		1034	8	317	584	652	0	0	194	0	5	0	0	1	2	0	1	0	0	14	1	420	14
10024	Capital	გლდანის	10	24		1257	9	324	655	763	0	0	205	2	12	0	0	0	3	0	1	1	0	11	0	512	15
10025	Capital	გლდანის	10	25		1290	7	349	655	737	6	1	189	0	13	0	2	5	2	0	0	0	0	14	2	487	16
10026	Capital	გლდანის	10	26		1202	13	285	623	687	5	0	155	1	7	0	1	2	2	1	0	0	1	15	1	473	23
10027	Capital	გლდანის	10	27		1463	11	310	684	758	1	0	171	2	7	1	0	1	0	1	0	0	2	13	0	537	22
10028	Capital	გლდანის	10	28		1650	40	339	810	976	6	3	255	2	21	0	1	2	7	0	1	0	1	25	1	623	23
10029	Capital	გლდანის	10	29		1404	11	313	779	892	2	0	206	3	18	0	0	6	3	0	1	0	0	9	1	623	19
10030	Capital	გლდანის	10	30		1441	9	307	720	792	2	3	190	4	17	0	1	1	1	0	1	0	0	15	0	540	17
10031	Capital	გლდანის	10	31		1457	12	396	782	849	1	1	169	1	9	0	0	0	2	0	1	0	0	11	0	632	22
10032	Capital	გლდანის	10	32		1433	12	388	750	831	3	1	208	1	12	0	1	2	3	0	0	0	0	14	0	572	13
10033	Capital	გლდანის	10	33		1415	9	374	755	848	6	0	273	2	10	0	0	0	3	0	0	0	0	11	0	531	11
10034	Capital	გლდანის	10	34		1418	9	353	752	834	1	0	203	1	8	1	1	3	1	1	2	0	0	9	1	584	18
10035	Capital	გლდანის	10	35		1349	9	232	633	723	3	0	198	0	16	0	0	1	3	0	2	0	0	10	2	470	18
10036	Capital	გლდანის	10	36		1247	10	293	618	692	2	0	148	0	16	0	1	2	2	0	2	0	0	11	1	486	21
10037	Capital	გლდანის	10	37		1423	11	353	739	829	1	0	193	1	14	0	0	0	3	0	0	0	0	9	1	580	24
10038	Capital	გლდანის	10	38		1315	13	320	692	778	6	1	185	0	15	0	3	0	3	0	0	2	0	9	1	536	16
10039	Capital	გლდანის	10	39		1577	11	451	934	1059	2	1	233	1	12	1	1	0	2	0	0	0	0	23	1	740	27
10040	Capital	გლდანის	10	40		1604	13	427	813	923	0	0	270	0	23	0	2	2	1	0	0	0	0	19	0	595	10
10041	Capital	გლდანის	10	41		1038	4	306	594	645	0	0	256	1	15	0	0	3	2	0	0	0	0	2	0	359	7
10042	Capital	გლდანის	10	42		1379	7	338	650	730	4	1	164	2	9	0	0	2	3	0	0	0	1	9	2	515	18
10043	Capital	გლდანის	10	43		1292	10	330	686	749	6	0	139	0	9	0	1	0	3	0	0	0	0	8	0	558	23
10044	Capital	გლდანის	10	44		1242	9	321	640	734	3	1	219	0	9	0	0	2	2	0	0	0	0	6	1	475	16
10045	Capital	გლდანის	10	45		1470	11	305	715	811	3	0	209	2	12	0	1	2	2	0	0	1	0	14	1	542	20
10046	Capital	გლდანის	10	46		1421	9	359	720	811	1	1	198	2	16	1	1	1	6	2	0	0	0	17	0	548	17
10047	Capital	გლდანის	10	47		1424	9	337	698	787	1	0	204	1	18	0	2	1	3	1	0	0	0	8	2	530	16
10048	Capital	გლდანის	10	48		1460	10	385	763	877	1	4	209	2	12	0	0	2	0	0	0	0	0	12	0	528	107
10049	Capital	გლდანის	10	49		1458	11	370	759	870	8	1	254	0	14	0	0	3	2	0	0	0	1	13	2	554	18
10050	Capital	გლდანის	10	50		1449	11	383	765	873	1	1	235	2	15	1	0	0	2	0	0	0	0	19	0	572	25
10051	Capital	გლდანის	10	51		1240	11	347	647	730	5	0	189	1	14	0	2	0	3	0	0	1	1	9	1	486	17
10052	Capital	გლდანის	10	52		1230	8	318	675	736	2	1	141	0	8	0	1	3	3	0	0	2	0	14	1	536	13
10053	Capital	გლდანის	10	53		1431	11	363	801	919	1	0	242	3	23	0	0	2	0	1	2	1	0	16	0	609	19
10054	Capital	გლდანის	10	54	115	1185	21	697	1160	1228	2	0	686	1	16	0	0	0	4	0	1	0	0	8	0	484	26
10055	Capital	გლდანის	10	55		1444	11	371	703	791	3	0	192	1	20	0	2	0	3	0	1	0	0	14	0	537	17
10056	Capital	გლდანის	10	56	116	1426	1019	436	901	998	1	0	254	2	14	0	0	2	0	0	2	0	0	12	0	662	47
10057	Capital	გლდანის	10	57		1338	12	372	667	750	3	1	206	0	16	0	0	2	3	0	1	0	0	10	1	490	17
10058	Capital	გლდანის	10	58		1439	8	338	719	822	0	2	200	1	20	0	0	2	4	0	0	0	0	11	0	562	19
10059	Capital	გლდანის	10	59		1356	10	295	698	770	0	0	202	0	14	1	0	2	0	0	0	0	0	17	0	521	10
10060	Capital	გლდანის	10	60		1445	9	294	690	799	2	0	203	0	7	0	1	1	2	0	0	0	0	19	1	546	17
10061	Capital	გლდანის	10	61		1511	0	263	654	812	3	0	222	1	16	0	0	1	2	0	2	0	0	10	0	540	15
10062	Capital	გლდანის	10	62		1345	12	404	781	853	0	3	231	0	11	0	1	0	4	0	0	0	0	17	2	545	39
10063	Capital	გლდანის	10	63		1366	12	380	717	813	1	0	201	0	17	0	0	0	2	1	0	0	0	13	0	561	15
10064	Capital	გლდანის	10	64		1336	9	344	677	790	1	1	183	0	13	0	0	5	2	0	1	0	0	5	0	569	10
10065	Capital	გლდანის	10	65		1321	10	354	677	776	0	0	185	0	14	0	0	3	5	0	0	0	0	18	0	538	11
10066	Capital	გლდანის	10	66		1338	12	335	716	814	0	0	185	2	20	1	1	1	2	2	0	0	0	13	0	574	13
10067	Capital	გლდანის	10	67		1365	10	354	737	854	4	0	187	0	11	0	1	0	3	0	0	0	1	14	1	603	26
10068	Capital	გლდანის	10	68		1267	14	350	670	753	3	2	220	2	3	0	1	0	3	0	0	1	0	9	1	494	12
10069	Capital	გლდანის	10	69		1438	13	368	734	821	1	0	197	0	13	1	0	0	1	0	0	0	3	14	0	573	18
10070	Capital	გლდანის	10	70		1261	8	355	663	740	2	0	209	0	9	0	0	1	1	1	0	0	0	14	1	487	15
10071	Capital	გლდანის	10	71		1328	9	350	705	785	3	0	212	0	9	0	0	0	7	0	0	0	0	14	0	522	18
10072	Capital	გლდანის	10	72		1532	10	387	740	884	1	1	216	0	20	1	1	1	1	0	5	0	0	12	1	591	33
10073	Capital	გლდანის	10	73		1450	13	340	726	848	2	0	214	2	16	0	0	2	3	0	0	0	0	9	0	564	35
10074	Capital	გლდანის	10	74		1415	12	323	729	817	7	0	197	0	13	0	0	0	7	0	0	0	0	11	0	568	14
10075	Capital	გლდანის	10	75		1283	13	347	743	848	2	1	199	0	16	0	0	4	3	0	1	0	0	11	1	592	18
10076	Capital	გლდანის	10	76		1247	10	323	645	760	4	0	190	0	10	0	0	9	3	0	0	0	0	9	0	514	21
10077	Capital	გლდანის	10	77		1107	12	315	613	685	3	0	183	2	20	0	1	2	0	0	0	0	1	10	0	451	12
10078	Capital	გლდანის	10	78		988	9	287	514	582	0	0	133	1	9	1	0	2	3	0	1	0	3	10	1	405	13
10079	Capital	გლდანის	10	79		1476	12	340	655	751	2	1	181	0	15	0	0	1	0	2	0	0	1	17	0	513	17
10080	Capital	გლდანის	10	80		1393	10	316	670	762	1	0	230	0	18	0	0	1	2	0	0	1	0	7	0	482	20
10081	Capital	გლდანის	10	81		1426	13	372	768	852	3	0	235	1	16	0	1	2	4	1	0	0	0	17	0	527	44
10082	Capital	გლდანის	10	82		1451	13	359	745	827	2	1	228	0	13	2	0	1	3	1	1	0	0	12	0	547	16
10083	Capital	გლდანის	10	83		1480	13	403	719	794	2	0	175	0	8	0	1	0	4	0	0	1	0	7	0	592	4
10084	Capital	გლდანის	10	84		1272	8	360	674	730	1	0	210	1	12	0	0	1	0	0	0	0	0	13	0	480	12
10085	Capital	გლდანის	10	85		1130	13	262	547	607	0	2	169	2	16	0	0	2	3	0	0	0	0	8	0	391	14
10086	Capital	გლდანის	10	86		1515	8	331	744	889	4	0	187	1	10	0	1	1	2	1	0	0	0	14	1	660	7
10087	Capital	გლდანის	10	87		1415	11	402	844	924	1	1	155	0	6	0	0	1	3	1	0	0	0	18	1	714	22
10088	Capital	გლდანის	10	88		1501	9	396	865	976	3	1	179	1	16	0	0	2	4	0	0	0	0	9	0	749	12
10089	Capital	გლდანის	10	89		1447	9	335	733	832	0	1	212	0	12	0	2	0	4	0	0	0	0	15	0	568	18
10090	Capital	გლდანის	10	90		1288	12	352	689	747	1	2	184	1	14	0	0	0	2	0	2	0	0	8	0	514	17
10091	Capital	გლდანის	10	91		1387	8	343	796	891	3	0	218	0	17	0	0	2	1	0	0	0	0	15	2	621	12
10092	Capital	გლდანის	10	92		1384	8	332	715	810	2	0	172	0	8	0	0	0	5	0	0	0	0	11	1	594	16
10093	Capital	გლდანის	10	93		1367	12	299	693	834	0	0	191	0	12	1	0	0	2	0	0	0	0	10	0	599	19
10094	Capital	გლდანის	10	94		1321	9	336	719	848	3	2	193	1	16	0	0	2	10	0	1	0	1	17	1	586	15
10095	Capital	გლდანის	10	95		1450	10	408	800	900	2	0	169	1	16	1	2	1	5	0	0	0	0	14	0	670	19
10096	Capital	გლდანის	10	96		1208	7	334	705	799	2	0	194	1	11	0	0	0	9	0	0	0	0	10	1	554	17
10097	Capital	გლდანის	10	97		1517	8	394	799	884	3	1	220	1	10	0	0	0	0	0	0	0	1	17	0	613	17
10098	Capital	გლდანის	10	98		1291	4	303	633	742	0	0	135	1	17	0	0	1	1	0	0	0	0	11	0	550	26
10099	Capital	გლდანის	10	99		1228	10	354	740	832	4	1	168	1	14	0	1	0	1	0	0	0	0	14	2	612	14
10100	Capital	გლდანის	10	100		1430	7	382	764	863	2	0	159	3	19	0	0	2	6	0	0	0	0	13	1	640	18
10101	Capital	გლდანის	10	101		1217	8	302	694	800	1	4	158	2	10	1	0	3	10	0	1	0	0	9	0	585	15
10102	Capital	გლდანის	10	102		1394	9	374	703	825	2	0	180	1	23	0	0	0	2	0	0	0	0	17	0	585	14
10103	Capital	გლდანის	10	103		1231	5	339	662	731	0	0	177	0	11	0	0	0	1	0	0	1	0	11	1	515	14
10104	Capital	გლდანის	10	104		1250	8	319	614	712	2	1	176	0	9	0	1	0	2	0	2	0	0	11	0	488	17
10105	Capital	გლდანის	10	105		1306	9	374	704	770	3	1	174	0	9	0	1	0	1	0	1	0	0	15	1	551	13
10106	Capital	გლდანის	10	106		1472	7	397	739	842	2	0	200	0	15	0	0	1	0	0	0	0	0	14	0	596	13
10107	Capital	გლდანის	10	107		1426	13	70	193	252	0	0	50	0	1	0	1	0	0	0	0	0	0	2	1	191	6
10108	Capital	გლდანის	10	108		1147	13	269	524	573	1	0	120	0	7	0	0	3	1	0	0	0	0	9	1	414	17
10109	Capital	გლდანის	10	109		1174	11	345	643	704	0	0	209	0	21	0	0	1	0	0	0	0	0	6	0	461	6
10110	Capital	გლდანის	10	110		1424	13	97	228	268	0	0	47	0	2	0	0	1	0	0	0	0	0	5	1	208	4
10111	Capital	გლდანის	10	111		1227	13	71	173	218	1	0	27	0	3	0	0	0	1	0	0	0	0	3	0	178	5
10112	Capital	გლდანის	10	112		892	10	271	507	559	0	2	161	0	12	0	0	1	1	0	0	0	1	8	1	361	11
10113	Capital	გლდანის	10	113		1326	13	70	198	240	0	0	39	0	3	0	0	0	1	0	0	0	0	3	0	185	9
10114	Capital	გლდანის	10	114		1372	13	84	217	268	2	0	51	0	4	0	1	0	0	0	0	0	1	1	0	203	5
11001	Small-Medium(5-15K)	საგარეჯოს	11	1		726	10	193	449	510	11	0	197	1	5	0	0	1	2	0	0	0	0	5	0	272	16
11002	Small-Medium(5-15K)	საგარეჯოს	11	2		1209	4	374	678	827	1	0	281	0	11	0	0	0	14	0	0	1	0	4	1	501	12
11003	Small-Medium(5-15K)	საგარეჯოს	11	3		1137	6	312	639	775	1	1	273	1	6	1	1	0	1	1	1	0	2	5	0	448	33
11004	Small-Medium(5-15K)	საგარეჯოს	11	4		848	10	197	471	559	1	1	198	0	10	0	0	0	5	0	0	0	0	6	0	326	12
11005	Small-Medium(5-15K)	საგარეჯოს	11	5		694	12	203	388	477	2	0	189	1	5	0	0	0	0	0	0	0	0	3	1	262	14
11006	Small-Medium(5-15K)	საგარეჯოს	11	6		1311	5	272	686	856	0	1	270	2	14	0	1	0	2	0	0	0	0	13	0	536	17
11007	Small-Medium(5-15K)	საგარეჯოს	11	7		989	8	217	454	523	1	0	183	0	12	1	0	0	1	0	0	0	0	6	0	297	21
11008	Small-Medium(5-15K)	საგარეჯოს	11	8		1204	5	271	658	801	2	1	227	0	12	0	0	0	2	0	0	0	0	11	0	521	25
11009	Small-Medium(5-15K)	საგარეჯოს	11	9		1033	8	262	568	698	5	0	247	0	7	0	0	1	5	0	0	0	2	4	0	414	13
11010	Small-Medium(5-15K)	საგარეჯოს	11	10		1023	8	281	587	641	2	0	298	2	13	0	0	0	1	0	0	1	0	7	0	299	18
11011	Rural	საგარეჯოს	11	11		886	1	220	384	466	0	1	162	3	4	0	0	1	0	0	0	0	0	9	0	272	14
11012	Rural	საგარეჯოს	11	12		271	2	88	165	183	0	0	79	0	3	0	0	0	1	0	0	0	0	1	0	90	9
11013	Rural	საგარეჯოს	11	13		360	8	150	261	284	0	0	173	0	4	0	0	0	1	0	0	0	0	3	0	95	8
11014	Rural	საგარეჯოს	11	14		1285	2	385	788	930	3	2	237	1	15	0	0	0	2	0	1	0	0	9	1	636	23
11015	Rural	საგარეჯოს	11	15		951	9	252	585	668	5	1	159	0	6	0	0	0	5	2	0	0	0	5	0	457	28
11016	Rural	საგარეჯოს	11	16		1349	5	315	814	985	1	2	213	0	15	0	0	0	0	0	0	0	0	5	0	699	36
11017	Rural	საგარეჯოს	11	17		553	2	178	351	413	1	0	114	0	8	0	0	1	9	0	0	0	1	8	0	262	9
11018	Rural	საგარეჯოს	11	18		814	3	260	515	583	3	0	181	0	3	1	0	0	5	0	0	0	0	10	0	364	16
11019	Rural	საგარეჯოს	11	19		906	2	257	628	679	1	0	230	2	4	0	0	1	4	0	0	0	0	1	0	422	14
11020	Rural	საგარეჯოს	11	20		1201	7	338	690	858	4	2	313	1	11	0	0	1	3	0	0	0	0	14	1	484	24
11021	Rural	საგარეჯოს	11	21		810	4	278	490	587	0	1	243	0	2	0	0	0	1	0	0	0	1	16	1	301	21
11022	Rural	საგარეჯოს	11	22		95	13	35	54	62	0	0	41	0	1	0	0	0	0	0	0	0	0	1	0	17	2
11023	Rural	საგარეჯოს	11	23		85	4	41	68	69	0	0	26	0	5	0	0	0	0	0	0	0	0	1	0	35	2
11024	Rural	საგარეჯოს	11	24		855	3	286	550	619	0	1	231	0	8	0	0	0	3	0	0	0	0	2	0	357	17
11025	Rural	საგარეჯოს	11	25		895	3	291	493	536	0	1	130	1	14	0	0	0	3	0	0	1	0	6	1	360	19
11026	Rural	საგარეჯოს	11	26		1081	1	337	601	745	1	0	124	1	6	0	2	0	3	1	0	0	0	8	0	585	14
11027	Rural	საგარეჯოს	11	27		524	7	242	277	331	0	0	96	1	8	1	0	0	0	0	0	0	0	6	0	210	8
11028	Rural	საგარეჯოს	11	28		774	3	261	506	583	1	0	140	0	10	0	0	0	7	0	0	0	0	3	1	410	11
11029	Rural	საგარეჯოს	11	29		784	2	300	560	602	0	0	271	1	7	0	0	0	0	0	0	0	0	3	0	290	30
11030	Rural	საგარეჯოს	11	30		1321	5	410	787	957	0	0	260	0	11	0	0	0	0	0	0	0	0	6	0	660	20
11031	Rural	საგარეჯოს	11	31		1304	5	380	779	905	1	1	178	3	11	0	0	0	0	0	0	0	0	9	1	673	26
11032	Rural	საგარეჯოს	11	32		331	4	154	248	273	0	1	91	0	4	0	0	0	4	0	0	0	0	2	0	161	10
11033	Rural	საგარეჯოს	11	33		977	5	353	617	700	1	1	218	0	6	0	0	2	0	0	0	0	0	2	0	455	15
11034	Rural	საგარეჯოს	11	34		1245	3	315	716	862	3	0	297	3	25	0	0	0	1	0	0	0	0	9	0	497	26
11035	Rural	საგარეჯოს	11	35		499	2	190	312	378	1	0	181	0	8	0	0	0	1	0	0	0	0	2	0	169	16
11036	Rural	საგარეჯოს	11	36		397	0	179	292	324	0	0	203	0	3	0	0	0	1	0	0	0	0	3	0	109	5
11037	Rural	საგარეჯოს	11	37		565	41	232	373	399	0	0	62	1	6	0	0	0	1	1	0	0	0	2	0	316	10
11038	Rural	საგარეჯოს	11	38		1255	5	192	255	298	0	1	219	2	1	0	0	0	0	0	0	0	0	0	0	33	42
11039	Rural	საგარეჯოს	11	39		981	0	170	278	309	1	0	220	2	0	0	0	1	0	0	0	0	0	0	0	62	23
11040	Rural	საგარეჯოს	11	40		829	9	133	216	241	1	1	160	1	1	0	0	0	1	0	0	0	0	0	0	31	45
11041	Rural	საგარეჯოს	11	41		904	9	125	202	226	1	1	180	1	0	0	0	0	0	0	0	0	1	0	0	29	13
11042	Rural	საგარეჯოს	11	42		1366	5	142	239	258	1	0	149	1	16	0	1	2	0	0	0	0	0	0	1	63	24
11043	Rural	საგარეჯოს	11	43		1273	12	114	169	182	1	0	116	1	4	1	1	0	0	0	0	0	0	1	0	21	36
11044	Rural	საგარეჯოს	11	44		1615	8	117	286	303	0	1	225	1	0	1	0	1	1	0	0	0	0	1	0	49	23
11045	Rural	საგარეჯოს	11	45		1611	8	175	289	317	0	0	238	2	1	1	1	0	0	0	0	0	0	0	0	33	37
11046	Rural	საგარეჯოს	11	46		1453	9	117	213	231	0	0	168	0	7	0	0	0	1	0	0	0	0	0	0	32	23
11047	Rural	საგარეჯოს	11	47		1313	9	280	478	539	0	1	432	0	2	0	0	0	0	0	0	0	1	1	0	26	76
11048	Rural	საგარეჯოს	11	48		1269	10	85	191	207	0	1	152	2	1	0	0	0	0	0	0	1	0	0	0	29	19
11049	Rural	საგარეჯოს	11	49		613	6	87	182	195	0	0	166	2	5	0	0	0	0	0	0	0	0	1	0	13	8
12001	Small-Medium(5-15K)	გურჯაანის	12	1		1299	22	287	720	807	7	1	344	2	26	0	0	0	4	0	0	1	0	18	0	384	18
12002	Small-Medium(5-15K)	გურჯაანის	12	2		1275	5	295	658	769	0	0	375	0	22	0	0	0	5	0	0	0	0	23	0	292	51
12003	Small-Medium(5-15K)	გურჯაანის	12	3		1139	7	271	577	704	0	1	313	0	16	0	0	0	0	2	0	0	2	15	0	341	14
12004	Small-Medium(5-15K)	გურჯაანის	12	4		1470	7	399	746	896	2	2	422	1	24	0	0	0	0	0	0	1	0	21	0	399	23
12005	Small-Medium(5-15K)	გურჯაანის	12	5		1251	8	300	601	743	4	1	343	0	18	0	0	0	4	1	0	0	0	20	0	337	15
12006	Rural	გურჯაანის	12	6		1357	6	457	843	981	1	3	354	8	21	0	0	1	6	0	0	0	1	8	3	549	26
12007	Rural	გურჯაანის	12	7		1051	7	247	621	759	2	0	303	0	13	0	0	0	0	0	0	1	0	15	0	412	13
12008	Rural	გურჯაანის	12	8		1022	5	347	665	766	1	1	351	1	21	1	0	0	1	0	0	0	0	17	0	355	17
12009	Rural	გურჯაანის	12	9		1299	4	376	808	928	0	1	292	1	14	0	1	0	1	0	0	0	0	9	2	586	21
12010	Rural	გურჯაანის	12	10		1540	2	370	816	1003	0	1	373	1	22	0	1	0	2	0	1	0	0	13	0	574	14
12011	Rural	გურჯაანის	12	11		1574	10	299	756	1012	0	0	320	1	28	0	0	0	3	0	0	0	0	23	0	614	6
12012	Rural	გურჯაანის	12	12		921	1	299	577	694	0	0	290	2	20	0	0	0	3	0	0	1	0	7	0	353	18
12013	Rural	გურჯაანის	12	13		363	3	153	245	280	0	0	184	1	16	0	0	0	0	0	0	0	0	2	0	72	5
12014	Rural	გურჯაანის	12	14		1523	8	333	845	1028	1	2	455	3	14	0	0	2	1	0	1	1	0	14	2	508	22
12015	Rural	გურჯაანის	12	15		1453	5	363	712	895	1	0	454	3	14	0	0	0	5	0	0	1	0	8	0	394	15
12016	Rural	გურჯაანის	12	16		1555	7	383	868	1063	0	1	550	1	19	0	1	1	5	0	0	0	0	9	0	453	22
12017	Rural	გურჯაანის	12	17		1363	5	400	827	963	1	1	543	15	25	0	0	0	1	0	1	0	0	30	0	324	21
12018	Rural	გურჯაანის	12	18		1117	7	282	639	766	0	0	392	6	14	0	0	0	4	1	0	0	0	17	0	319	13
12019	Rural	გურჯაანის	12	19		1251	10	387	738	858	1	1	455	2	30	0	0	1	2	0	0	0	0	20	2	318	15
12020	Rural	გურჯაანის	12	20		832	8	257	542	631	0	0	339	2	31	0	0	1	1	0	0	0	0	19	0	222	16
12021	Rural	გურჯაანის	12	21		263	3	103	137	139	0	0	72	0	13	0	0	0	7	0	0	0	0	2	0	45	0
12022	Rural	გურჯაანის	12	22		1389	3	308	679	832	0	1	399	0	29	2	0	1	5	0	2	0	0	23	0	352	18
12023	Rural	გურჯაანის	12	23		1132	7	309	679	770	2	1	410	1	17	1	0	0	7	0	0	0	0	18	0	293	20
12024	Rural	გურჯაანის	12	24		853	8	217	487	574	2	1	275	0	17	1	1	0	0	0	0	0	0	18	2	246	11
12025	Rural	გურჯაანის	12	25		998	2	295	634	709	3	3	342	1	28	0	0	0	1	0	0	0	1	14	0	298	18
12026	Rural	გურჯაანის	12	26		1511	4	365	800	960	0	0	470	1	18	0	0	0	0	0	0	0	1	25	0	417	28
12027	Rural	გურჯაანის	12	27		1509	6	347	848	1002	3	2	605	1	25	1	0	0	0	0	0	0	0	11	2	338	14
12028	Rural	გურჯაანის	12	28		1042	4	201	606	793	0	3	454	0	8	1	0	0	3	0	0	1	2	20	0	277	21
12029	Rural	გურჯაანის	12	29		1503	3	376	780	929	3	3	397	2	25	0	0	0	0	0	1	0	0	20	0	449	25
12030	Rural	გურჯაანის	12	30		987	8	241	557	689	1	0	401	1	18	0	0	1	1	0	1	0	0	19	0	222	24
12031	Rural	გურჯაანის	12	31		1308	10	294	698	795	0	0	427	2	19	0	0	0	2	0	0	0	0	9	0	290	46
12032	Rural	გურჯაანის	12	32		1458	8	342	746	903	0	0	474	0	23	1	0	0	1	0	0	0	0	21	0	363	20
12033	Rural	გურჯაანის	12	33		1424	7	329	738	947	1	0	480	0	35	0	0	0	1	0	0	0	0	9	0	380	39
12034	Rural	გურჯაანის	12	34		827	4	246	564	641	0	0	457	0	5	1	0	1	3	0	0	0	0	5	0	159	10
12035	Rural	გურჯაანის	12	35		1081	1	356	678	817	2	3	513	0	20	0	2	0	1	0	0	0	0	5	0	254	17
12036	Rural	გურჯაანის	12	36		1319	4	382	694	852	3	1	374	1	23	0	1	0	4	0	0	0	1	22	1	389	30
12037	Rural	გურჯაანის	12	37		804	6	219	455	556	0	1	234	0	24	0	1	0	0	0	0	0	0	10	0	274	12
12038	Rural	გურჯაანის	12	38		663	3	251	420	471	0	0	147	0	11	1	0	0	2	0	0	0	0	9	1	282	18
12039	Rural	გურჯაანის	12	39		1241	0	350	672	840	0	1	322	0	20	0	0	0	1	0	0	0	4	17	1	451	22
12040	Rural	გურჯაანის	12	40		489	3	155	336	392	0	0	191	0	15	0	0	0	0	0	0	0	0	3	1	172	10
12041	Rural	გურჯაანის	12	41		1189	3	304	704	849	1	0	396	1	11	1	0	0	0	1	0	1	0	14	0	406	17
12042	Rural	გურჯაანის	12	42		416	2	141	265	293	1	0	127	0	8	0	0	0	1	0	0	0	0	3	0	148	5
12043	Rural	გურჯაანის	12	43		1384	7	372	823	955	1	1	533	1	20	0	1	0	4	0	0	0	0	20	0	350	24
12044	Rural	გურჯაანის	12	44		398	2	160	261	300	1	1	181	1	8	0	0	0	2	0	0	0	0	10	0	90	6
12045	Rural	გურჯაანის	12	45		926	2	240	547	650	3	0	299	0	21	0	0	0	13	0	0	0	0	11	0	283	20
12046	Small-Medium(5-15K)	გურჯაანის	12	46		1013	12	278	585	717	7	2	345	0	17	0	0	1	9	0	0	0	0	26	0	291	19
12047	Small-Medium(5-15K)	გურჯაანის	12	47		1041	10	234	562	668	0	0	281	1	14	0	1	0	4	0	0	0	0	28	0	324	11
12048	Rural	გურჯაანის	12	48		985	5	285	625	724	0	0	312	3	19	0	0	0	1	0	0	0	0	13	0	353	18
12049	Rural	გურჯაანის	12	49		1171	8	300	706	771	0	0	467	1	29	1	0	0	2	0	0	0	1	10	1	238	20
12050	Rural	გურჯაანის	12	50		296	12	116	195	222	0	0	78	0	5	0	0	0	1	0	0	0	0	3	0	131	4
12051	Rural	გურჯაანის	12	51		59	9	17	38	38	0	0	29	0	0	0	0	0	0	0	0	0	0	1	0	7	1
13001	Small (<5K)	სიღნაღის	13	1		1025	16	250	540	643	0	0	297	1	13	1	0	0	7	0	1	0	0	9	3	294	17
13002	Small (<5K)	სიღნაღის	13	2		27	13	16	29	29	0	0	12	0	2	0	0	0	0	0	0	0	0	1	0	13	1
13003	Rural	სიღნაღის	13	3		1005	8	265	569	662	1	0	305	0	7	0	0	0	6	0	0	0	2	11	0	302	28
13004	Rural	სიღნაღის	13	4		1178	7	329	635	733	3	0	323	0	11	0	1	0	5	0	0	0	0	5	1	361	23
